 rseg,lseg,Shortname,Landuse_Type,const,lbs
ZZ0_9999_9999,A42111,DirtGravelDSAOut,for,SED,33552.438
ZZ0_9999_9999,A42127,DirtGravelDSAOut,for,SED,35183.426
ZZ0_9999_9999,A42127,DirtGravelnoDSA,for,SED,15756.519
ZZ0_9999_9999,A42127,DirtGravelDSA,for,SED,55287.383
EL2_4590_0001,A24011,UrbStrmRest,imh,TN,4.5270235E-3
EL2_4590_0001,A24011,UrbStrmRest,imh,TP,5.6587794E-4
EL2_4590_0001,A24011,UrbStrmRest,imh,SED,0.45270237
EL2_4590_0001,A24011,UrbStrmRest,iml,TN,0.01533465
EL2_4590_0001,A24011,UrbStrmRest,iml,TP,1.9168312E-3
EL2_4590_0001,A24011,UrbStrmRest,iml,SED,1.533465
EL2_4590_0001,A24011,UrbStrmRest,puh,TN,3.7933083E-3
EL2_4590_0001,A24011,UrbStrmRest,puh,TP,4.7416353E-4
EL2_4590_0001,A24011,UrbStrmRest,puh,SED,0.37933084
EL2_4590_0001,A24011,UrbStrmRest,pul,TN,9.3181849E-2
EL2_4590_0001,A24011,UrbStrmRest,pul,TP,1.1647731E-2
EL2_4590_0001,A24011,UrbStrmRest,pul,SED,9.3181849
EL0_4591_0000,A24011,UrbStrmRest,imh,TN,0
EL0_4591_0000,A24011,UrbStrmRest,imh,TP,0
EL0_4591_0000,A24011,UrbStrmRest,imh,SED,0
EL0_4591_0000,A24011,UrbStrmRest,iml,TN,4.9993146E-2
EL0_4591_0000,A24011,UrbStrmRest,iml,TP,6.2491433E-3
EL0_4591_0000,A24011,UrbStrmRest,iml,SED,4.9993148
EL0_4591_0000,A24011,UrbStrmRest,puh,TN,0
EL0_4591_0000,A24011,UrbStrmRest,puh,TP,0
EL0_4591_0000,A24011,UrbStrmRest,puh,SED,0
EL0_4591_0000,A24011,UrbStrmRest,pul,TN,0.37173122
EL0_4591_0000,A24011,UrbStrmRest,pul,TP,4.6466403E-2
EL0_4591_0000,A24011,UrbStrmRest,pul,SED,37.173122
EL0_4591_0000,A24019,UrbStrmRest,imh,TN,0.10051899
EL0_4591_0000,A24019,UrbStrmRest,imh,TP,1.2564874E-2
EL0_4591_0000,A24019,UrbStrmRest,imh,SED,10.0519
EL0_4591_0000,A24019,UrbStrmRest,iml,TN,5.3341102E-2
EL0_4591_0000,A24019,UrbStrmRest,iml,TP,6.6676377E-3
EL0_4591_0000,A24019,UrbStrmRest,iml,SED,5.3341103
EL0_4591_0000,A24019,UrbStrmRest,puh,TN,7.0069812E-2
EL0_4591_0000,A24019,UrbStrmRest,puh,TP,8.7587265E-3
EL0_4591_0000,A24019,UrbStrmRest,puh,SED,7.0069814
EL0_4591_0000,A24019,UrbStrmRest,pul,TN,0.35218337
EL0_4591_0000,A24019,UrbStrmRest,pul,TP,4.4022921E-2
EL0_4591_0000,A24019,UrbStrmRest,pul,SED,35.218338
EL0_4592_0000,A24019,UrbStrmRest,imh,TN,2.6633868E-3
EL0_4592_0000,A24019,UrbStrmRest,imh,TP,3.3292334E-4
EL0_4592_0000,A24019,UrbStrmRest,imh,SED,0.26633868
EL0_4592_0000,A24019,UrbStrmRest,iml,TN,5.5322135E-3
EL0_4592_0000,A24019,UrbStrmRest,iml,TP,6.9152669E-4
EL0_4592_0000,A24019,UrbStrmRest,iml,SED,0.55322134
EL0_4592_0000,A24019,UrbStrmRest,puh,TN,1.9076597E-3
EL0_4592_0000,A24019,UrbStrmRest,puh,TP,2.3845746E-4
EL0_4592_0000,A24019,UrbStrmRest,puh,SED,0.19076598
EL0_4592_0000,A24019,UrbStrmRest,pul,TN,3.2503586E-2
EL0_4592_0000,A24019,UrbStrmRest,pul,TP,4.0629483E-3
EL0_4592_0000,A24019,UrbStrmRest,pul,SED,3.2503588
EL0_4593_0000,A24019,UrbStrmRest,imh,TN,2.9715471E-2
EL0_4593_0000,A24019,UrbStrmRest,imh,TP,3.7144339E-3
EL0_4593_0000,A24019,UrbStrmRest,imh,SED,2.9715471
EL0_4593_0000,A24019,UrbStrmRest,iml,TN,1.6875453E-2
EL0_4593_0000,A24019,UrbStrmRest,iml,TP,2.1094317E-3
EL0_4593_0000,A24019,UrbStrmRest,iml,SED,1.6875453
EL0_4593_0000,A24019,UrbStrmRest,puh,TN,2.1424489E-2
EL0_4593_0000,A24019,UrbStrmRest,puh,TP,2.6780611E-3
EL0_4593_0000,A24019,UrbStrmRest,puh,SED,2.1424489
EL0_4593_0000,A24019,UrbStrmRest,pul,TN,0.12546532
EL0_4593_0000,A24019,UrbStrmRest,pul,TP,1.5683165E-2
EL0_4593_0000,A24019,UrbStrmRest,pul,SED,12.546533
EL0_4593_0000,A24045,UrbStrmRest,imh,TN,1.2913389E-3
EL0_4593_0000,A24045,UrbStrmRest,imh,TP,1.6141737E-4
EL0_4593_0000,A24045,UrbStrmRest,imh,SED,0.1291339
EL0_4593_0000,A24045,UrbStrmRest,iml,TN,3.5218336E-4
EL0_4593_0000,A24045,UrbStrmRest,iml,TP,4.402292E-5
EL0_4593_0000,A24045,UrbStrmRest,iml,SED,3.5218336E-2
EL0_4593_0000,A24045,UrbStrmRest,puh,TN,4.1088057E-4
EL0_4593_0000,A24045,UrbStrmRest,puh,TP,5.1360072E-5
EL0_4593_0000,A24045,UrbStrmRest,puh,SED,0.04108806
EL0_4593_0000,A24045,UrbStrmRest,pul,TN,5.0332872E-3
EL0_4593_0000,A24045,UrbStrmRest,pul,TP,6.291609E-4
EL0_4593_0000,A24045,UrbStrmRest,pul,SED,0.50332874
EL0_4594_0000,A24045,UrbStrmRest,imh,TN,3.9327141E-2
EL0_4594_0000,A24045,UrbStrmRest,imh,TP,4.9158926E-3
EL0_4594_0000,A24045,UrbStrmRest,imh,SED,3.9327142
EL0_4594_0000,A24045,UrbStrmRest,iml,TN,2.0397287E-2
EL0_4594_0000,A24045,UrbStrmRest,iml,TP,2.5496609E-3
EL0_4594_0000,A24045,UrbStrmRest,iml,SED,2.0397286
EL0_4594_0000,A24045,UrbStrmRest,puh,TN,3.8593426E-2
EL0_4594_0000,A24045,UrbStrmRest,puh,TP,4.8241783E-3
EL0_4594_0000,A24045,UrbStrmRest,puh,SED,3.8593426
EL0_4594_0000,A24045,UrbStrmRest,pul,TN,0.12693276
EL0_4594_0000,A24045,UrbStrmRest,pul,TP,1.5866594E-2
EL0_4594_0000,A24045,UrbStrmRest,pul,SED,12.693275
EL0_4595_0000,A24045,UrbStrmRest,imh,TN,1.6141737E-2
EL0_4595_0000,A24045,UrbStrmRest,imh,TP,2.0177171E-3
EL0_4595_0000,A24045,UrbStrmRest,imh,SED,1.6141738
EL0_4595_0000,A24045,UrbStrmRest,iml,TN,3.2650333E-2
EL0_4595_0000,A24045,UrbStrmRest,iml,TP,4.0812916E-3
EL0_4595_0000,A24045,UrbStrmRest,iml,SED,3.2650332
EL0_4595_0000,A24045,UrbStrmRest,puh,TN,1.5848251E-2
EL0_4595_0000,A24045,UrbStrmRest,puh,TP,1.9810314E-3
EL0_4595_0000,A24045,UrbStrmRest,puh,SED,1.5848252
EL0_4595_0000,A24045,UrbStrmRest,pul,TN,0.20984258
EL0_4595_0000,A24045,UrbStrmRest,pul,TP,2.6230322E-2
EL0_4595_0000,A24045,UrbStrmRest,pul,SED,20.984259
EL0_4596_0000,A24045,UrbStrmRest,imh,TN,4.7691492E-4
EL0_4596_0000,A24045,UrbStrmRest,imh,TP,5.9614365E-5
EL0_4596_0000,A24045,UrbStrmRest,imh,SED,4.7691494E-2
EL0_4596_0000,A24045,UrbStrmRest,iml,TN,7.9241255E-3
EL0_4596_0000,A24045,UrbStrmRest,iml,TP,9.9051569E-4
EL0_4596_0000,A24045,UrbStrmRest,iml,SED,0.79241258
EL0_4596_0000,A24045,UrbStrmRest,puh,TN,5.0626358E-4
EL0_4596_0000,A24045,UrbStrmRest,puh,TP,6.3282947E-5
EL0_4596_0000,A24045,UrbStrmRest,puh,SED,0.05062636
EL0_4596_0000,A24045,UrbStrmRest,pul,TN,5.8330368E-2
EL0_4596_0000,A24045,UrbStrmRest,pul,TP,7.291296E-3
EL0_4596_0000,A24045,UrbStrmRest,pul,SED,5.8330369
EL2_4630_0000,A24011,UrbStrmRest,imh,TN,2.3478889E-4
EL2_4630_0000,A24011,UrbStrmRest,imh,TP,2.9348612E-5
EL2_4630_0000,A24011,UrbStrmRest,imh,SED,0.02347889
EL2_4630_0000,A24011,UrbStrmRest,iml,TN,4.8425214E-4
EL2_4630_0000,A24011,UrbStrmRest,iml,TP,6.0531518E-5
EL2_4630_0000,A24011,UrbStrmRest,iml,SED,4.8425216E-2
EL2_4630_0000,A24011,UrbStrmRest,puh,TN,2.4946322E-4
EL2_4630_0000,A24011,UrbStrmRest,puh,TP,3.1182903E-5
EL2_4630_0000,A24011,UrbStrmRest,puh,SED,2.4946323E-2
EL2_4630_0000,A24011,UrbStrmRest,pul,TN,3.1109529E-3
EL2_4630_0000,A24011,UrbStrmRest,pul,TP,3.8886911E-4
EL2_4630_0000,A24011,UrbStrmRest,pul,SED,0.3110953
EL2_4630_0000,A24019,UrbStrmRest,imh,TN,1.4234078E-3
EL2_4630_0000,A24019,UrbStrmRest,imh,TP,1.7792598E-4
EL2_4630_0000,A24019,UrbStrmRest,imh,SED,0.14234078
EL2_4630_0000,A24019,UrbStrmRest,iml,TN,4.2922348E-3
EL2_4630_0000,A24019,UrbStrmRest,iml,TP,5.3652935E-4
EL2_4630_0000,A24019,UrbStrmRest,iml,SED,0.42922348
EL2_4630_0000,A24019,UrbStrmRest,puh,TN,1.5114535E-3
EL2_4630_0000,A24019,UrbStrmRest,puh,TP,1.8893169E-4
EL2_4630_0000,A24019,UrbStrmRest,puh,SED,0.15114535
EL2_4630_0000,A24019,UrbStrmRest,pul,TN,3.5071593E-2
EL2_4630_0000,A24019,UrbStrmRest,pul,TP,4.3839491E-3
EL2_4630_0000,A24019,UrbStrmRest,pul,SED,3.5071592
EL2_4630_0000,A24045,UrbStrmRest,imh,TN,1.6141737E-4
EL2_4630_0000,A24045,UrbStrmRest,imh,TP,2.0177171E-5
EL2_4630_0000,A24045,UrbStrmRest,imh,SED,1.6141737E-2
EL2_4630_0000,A24045,UrbStrmRest,iml,TN,0
EL2_4630_0000,A24045,UrbStrmRest,iml,TP,0
EL2_4630_0000,A24045,UrbStrmRest,iml,SED,0
EL2_4630_0000,A24045,UrbStrmRest,puh,TN,1.6875453E-4
EL2_4630_0000,A24045,UrbStrmRest,puh,TP,2.1094316E-5
EL2_4630_0000,A24045,UrbStrmRest,puh,SED,1.6875453E-2
EL2_4630_0000,A24045,UrbStrmRest,pul,TN,0
EL2_4630_0000,A24045,UrbStrmRest,pul,TP,0
EL2_4630_0000,A24045,UrbStrmRest,pul,SED,0
EL0_4633_0000,A24045,UrbStrmRest,imh,TN,1.6141737E-4
EL0_4633_0000,A24045,UrbStrmRest,imh,TP,2.0177171E-5
EL0_4633_0000,A24045,UrbStrmRest,imh,SED,1.6141737E-2
EL0_4633_0000,A24045,UrbStrmRest,iml,TN,1.3573734E-3
EL0_4633_0000,A24045,UrbStrmRest,iml,TP,1.6967168E-4
EL0_4633_0000,A24045,UrbStrmRest,iml,SED,0.13573734
EL0_4633_0000,A24045,UrbStrmRest,puh,TN,1.6875453E-4
EL0_4633_0000,A24045,UrbStrmRest,puh,TP,2.1094316E-5
EL0_4633_0000,A24045,UrbStrmRest,puh,SED,1.6875453E-2
EL0_4633_0000,A24045,UrbStrmRest,pul,TN,7.0289928E-3
EL0_4633_0000,A24045,UrbStrmRest,pul,TP,8.7862409E-4
EL0_4633_0000,A24045,UrbStrmRest,pul,SED,0.70289928
EL0_5040_0000,A24045,UrbStrmRest,imh,TN,2.8027928E-2
EL0_5040_0000,A24045,UrbStrmRest,imh,TP,3.5034909E-3
EL0_5040_0000,A24045,UrbStrmRest,imh,SED,2.8027928
EL0_5040_0000,A24045,UrbStrmRest,iml,TN,1.5261278E-2
EL0_5040_0000,A24045,UrbStrmRest,iml,TP,1.9076597E-3
EL0_5040_0000,A24045,UrbStrmRest,iml,SED,1.5261278
EL0_5040_0000,A24045,UrbStrmRest,puh,TN,0.021131
EL0_5040_0000,A24045,UrbStrmRest,puh,TP,2.6413749E-3
EL0_5040_0000,A24045,UrbStrmRest,puh,SED,2.1131001
EL0_5040_0000,A24045,UrbStrmRest,pul,TN,0.10858987
EL0_5040_0000,A24045,UrbStrmRest,pul,TP,1.3573733E-2
EL0_5040_0000,A24045,UrbStrmRest,pul,SED,10.858987
EL2_5110_5270,A24045,UrbStrmRest,imh,TN,1.6728709E-3
EL2_5110_5270,A24045,UrbStrmRest,imh,TP,2.0910887E-4
EL2_5110_5270,A24045,UrbStrmRest,imh,SED,0.1672871
EL2_5110_5270,A24045,UrbStrmRest,iml,TN,3.697925E-3
EL2_5110_5270,A24045,UrbStrmRest,iml,TP,4.6224063E-4
EL2_5110_5270,A24045,UrbStrmRest,iml,SED,0.36979252
EL2_5110_5270,A24045,UrbStrmRest,puh,TN,1.5921624E-3
EL2_5110_5270,A24045,UrbStrmRest,puh,TP,1.990203E-4
EL2_5110_5270,A24045,UrbStrmRest,puh,SED,0.15921624
EL2_5110_5270,A24045,UrbStrmRest,pul,TN,2.0690773E-2
EL2_5110_5270,A24045,UrbStrmRest,pul,TP,2.5863466E-3
EL2_5110_5270,A24045,UrbStrmRest,pul,SED,2.0690773
EL2_5110_5270,A24047,UrbStrmRest,imh,TN,8.0708684E-5
EL2_5110_5270,A24047,UrbStrmRest,imh,TP,1.0088585E-5
EL2_5110_5270,A24047,UrbStrmRest,imh,SED,8.0708684E-3
EL2_5110_5270,A24047,UrbStrmRest,iml,TN,5.1360072E-5
EL2_5110_5270,A24047,UrbStrmRest,iml,TP,6.420009E-6
EL2_5110_5270,A24047,UrbStrmRest,iml,SED,5.1360074E-3
EL2_5110_5270,A24047,UrbStrmRest,puh,TN,8.0708684E-5
EL2_5110_5270,A24047,UrbStrmRest,puh,TP,1.0088585E-5
EL2_5110_5270,A24047,UrbStrmRest,puh,SED,8.0708684E-3
EL2_5110_5270,A24047,UrbStrmRest,pul,TN,4.402292E-4
EL2_5110_5270,A24047,UrbStrmRest,pul,TP,5.502865E-5
EL2_5110_5270,A24047,UrbStrmRest,pul,SED,4.4022921E-2
EL1_5150_0001,A24019,UrbStrmRest,imh,TN,6.2732659E-3
EL1_5150_0001,A24019,UrbStrmRest,imh,TP,7.8415824E-4
EL1_5150_0001,A24019,UrbStrmRest,imh,SED,0.62732661
EL1_5150_0001,A24019,UrbStrmRest,iml,TN,2.2525059E-3
EL1_5150_0001,A24019,UrbStrmRest,iml,TP,2.8156323E-4
EL1_5150_0001,A24019,UrbStrmRest,iml,SED,0.2252506
EL1_5150_0001,A24019,UrbStrmRest,puh,TN,4.262886E-3
EL1_5150_0001,A24019,UrbStrmRest,puh,TP,5.3286075E-4
EL1_5150_0001,A24019,UrbStrmRest,puh,SED,0.4262886
EL1_5150_0001,A24019,UrbStrmRest,pul,TN,0.02157123
EL1_5150_0001,A24019,UrbStrmRest,pul,TP,2.6964038E-3
EL1_5150_0001,A24019,UrbStrmRest,pul,SED,2.1571231
EL0_5151_0000,A24019,UrbStrmRest,imh,TN,5.3267732E-2
EL0_5151_0000,A24019,UrbStrmRest,imh,TP,6.6584665E-3
EL0_5151_0000,A24019,UrbStrmRest,imh,SED,5.3267732
EL0_5151_0000,A24019,UrbStrmRest,iml,TN,2.7807811E-2
EL0_5151_0000,A24019,UrbStrmRest,iml,TP,3.4759764E-3
EL0_5151_0000,A24019,UrbStrmRest,iml,SED,2.7807813
EL0_5151_0000,A24019,UrbStrmRest,puh,TN,4.9819272E-2
EL0_5151_0000,A24019,UrbStrmRest,puh,TP,6.227409E-3
EL0_5151_0000,A24019,UrbStrmRest,puh,SED,4.9819274
EL0_5151_0000,A24019,UrbStrmRest,pul,TN,0.18122768
EL0_5151_0000,A24019,UrbStrmRest,pul,TP,2.2653461E-2
EL0_5151_0000,A24019,UrbStrmRest,pul,SED,18.122768
EL2_5270_0001,A24045,UrbStrmRest,imh,TN,4.7031153E-2
EL2_5270_0001,A24045,UrbStrmRest,imh,TP,5.8788941E-3
EL2_5270_0001,A24045,UrbStrmRest,imh,SED,4.7031155
EL2_5270_0001,A24045,UrbStrmRest,iml,TN,0.09024699
EL2_5270_0001,A24045,UrbStrmRest,iml,TP,1.1280874E-2
EL2_5270_0001,A24045,UrbStrmRest,iml,SED,9.0246992
EL2_5270_0001,A24045,UrbStrmRest,puh,TN,3.8520053E-2
EL2_5270_0001,A24045,UrbStrmRest,puh,TP,4.8150066E-3
EL2_5270_0001,A24045,UrbStrmRest,puh,SED,3.8520055
EL2_5270_0001,A24045,UrbStrmRest,pul,TN,0.64640319
EL2_5270_0001,A24045,UrbStrmRest,pul,TP,8.0800399E-2
EL2_5270_0001,A24045,UrbStrmRest,pul,SED,64.64032
EL2_5270_0001,A24047,UrbStrmRest,imh,TN,2.4872951E-2
EL2_5270_0001,A24047,UrbStrmRest,imh,TP,3.1091189E-3
EL2_5270_0001,A24047,UrbStrmRest,imh,SED,2.4872952
EL2_5270_0001,A24047,UrbStrmRest,iml,TN,7.7553712E-2
EL2_5270_0001,A24047,UrbStrmRest,iml,TP,9.694214E-3
EL2_5270_0001,A24047,UrbStrmRest,iml,SED,7.7553711
EL2_5270_0001,A24047,UrbStrmRest,puh,TN,0.02054403
EL2_5270_0001,A24047,UrbStrmRest,puh,TP,2.5680037E-3
EL2_5270_0001,A24047,UrbStrmRest,puh,SED,2.0544031
EL2_5270_0001,A24047,UrbStrmRest,pul,TN,0.61338603
EL2_5270_0001,A24047,UrbStrmRest,pul,TP,7.6673254E-2
EL2_5270_0001,A24047,UrbStrmRest,pul,SED,61.338604
EL0_5271_0000,A24047,UrbStrmRest,imh,TN,0
EL0_5271_0000,A24047,UrbStrmRest,imh,TP,0
EL0_5271_0000,A24047,UrbStrmRest,imh,SED,0
EL0_5271_0000,A24047,UrbStrmRest,iml,TN,0
EL0_5271_0000,A24047,UrbStrmRest,iml,TP,0
EL0_5271_0000,A24047,UrbStrmRest,iml,SED,0
EL0_5271_0000,A24047,UrbStrmRest,puh,TN,0
EL0_5271_0000,A24047,UrbStrmRest,puh,TP,0
EL0_5271_0000,A24047,UrbStrmRest,puh,SED,0
EL0_5271_0000,A24047,UrbStrmRest,pul,TN,0
EL0_5271_0000,A24047,UrbStrmRest,pul,TP,0
EL0_5271_0000,A24047,UrbStrmRest,pul,SED,0
EL0_5280_0000,A24019,UrbStrmRest,imh,TN,0
EL0_5280_0000,A24019,UrbStrmRest,imh,TP,0
EL0_5280_0000,A24019,UrbStrmRest,imh,SED,0
EL0_5280_0000,A24019,UrbStrmRest,iml,TN,0.10372921
EL0_5280_0000,A24019,UrbStrmRest,iml,TP,1.2966151E-2
EL0_5280_0000,A24019,UrbStrmRest,iml,SED,10.372921
EL0_5280_0000,A24019,UrbStrmRest,puh,TN,0
EL0_5280_0000,A24019,UrbStrmRest,puh,TP,0
EL0_5280_0000,A24019,UrbStrmRest,puh,SED,0
EL0_5280_0000,A24019,UrbStrmRest,pul,TN,0.73346585
EL0_5280_0000,A24019,UrbStrmRest,pul,TP,9.1683231E-2
EL0_5280_0000,A24019,UrbStrmRest,pul,SED,73.346588
EL0_5281_0000,A24019,UrbStrmRest,imh,TN,8.0708684E-5
EL0_5281_0000,A24019,UrbStrmRest,imh,TP,1.0088585E-5
EL0_5281_0000,A24019,UrbStrmRest,imh,SED,8.0708684E-3
EL0_5281_0000,A24019,UrbStrmRest,iml,TN,4.2555487E-4
EL0_5281_0000,A24019,UrbStrmRest,iml,TP,5.3194359E-5
EL0_5281_0000,A24019,UrbStrmRest,iml,SED,4.2555489E-2
EL0_5281_0000,A24019,UrbStrmRest,puh,TN,8.0708684E-5
EL0_5281_0000,A24019,UrbStrmRest,puh,TP,1.0088585E-5
EL0_5281_0000,A24019,UrbStrmRest,puh,SED,8.0708684E-3
EL0_5281_0000,A24019,UrbStrmRest,pul,TN,3.4851478E-3
EL0_5281_0000,A24019,UrbStrmRest,pul,TP,4.3564348E-4
EL0_5281_0000,A24019,UrbStrmRest,pul,SED,0.3485148
EL0_5283_0000,A24019,UrbStrmRest,imh,TN,4.2555491E-3
EL0_5283_0000,A24019,UrbStrmRest,imh,TP,5.3194363E-4
EL0_5283_0000,A24019,UrbStrmRest,imh,SED,0.4255549
EL0_5283_0000,A24019,UrbStrmRest,iml,TN,3.4411252E-3
EL0_5283_0000,A24019,UrbStrmRest,iml,TP,4.3014064E-4
EL0_5283_0000,A24019,UrbStrmRest,iml,SED,0.34411252
EL0_5283_0000,A24019,UrbStrmRest,puh,TN,4.5270235E-3
EL0_5283_0000,A24019,UrbStrmRest,puh,TP,5.6587794E-4
EL0_5283_0000,A24019,UrbStrmRest,puh,SED,0.45270237
EL0_5283_0000,A24019,UrbStrmRest,pul,TN,3.5071593E-2
EL0_5283_0000,A24019,UrbStrmRest,pul,TP,4.3839491E-3
EL0_5283_0000,A24019,UrbStrmRest,pul,SED,3.5071592
EL0_5400_0001,A24045,UrbStrmRest,imh,TN,0.71463871
EL0_5400_0001,A24045,UrbStrmRest,imh,TP,8.9329839E-2
EL0_5400_0001,A24045,UrbStrmRest,imh,SED,71.463875
EL0_5400_0001,A24045,UrbStrmRest,iml,TN,0.27440953
EL0_5400_0001,A24045,UrbStrmRest,iml,TP,3.4301192E-2
EL0_5400_0001,A24045,UrbStrmRest,iml,SED,27.440954
EL0_5400_0001,A24045,UrbStrmRest,puh,TN,0.46077323
EL0_5400_0001,A24045,UrbStrmRest,puh,TP,5.7596654E-2
EL0_5400_0001,A24045,UrbStrmRest,puh,SED,46.077324
EL0_5400_0001,A24045,UrbStrmRest,pul,TN,1.9179319
EL0_5400_0001,A24045,UrbStrmRest,pul,TP,0.23974149
EL0_5400_0001,A24045,UrbStrmRest,pul,SED,191.7932
EL1_5430_0001,A24045,UrbStrmRest,imh,TN,7.0876903E-3
EL1_5430_0001,A24045,UrbStrmRest,imh,TP,8.8596129E-4
EL1_5430_0001,A24045,UrbStrmRest,imh,SED,0.70876902
EL1_5430_0001,A24045,UrbStrmRest,iml,TN,2.1717975E-2
EL1_5430_0001,A24045,UrbStrmRest,iml,TP,2.7147469E-3
EL1_5430_0001,A24045,UrbStrmRest,iml,SED,2.1717975
EL1_5430_0001,A24045,UrbStrmRest,puh,TN,6.6547976E-3
EL1_5430_0001,A24045,UrbStrmRest,puh,TP,8.318497E-4
EL1_5430_0001,A24045,UrbStrmRest,puh,SED,0.66547978
EL1_5430_0001,A24045,UrbStrmRest,pul,TN,0.21277744
