TABLE->,ICE-FLAG,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM1,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-PARM2,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT1,SNOW-INIT2,SNOW-INIT2,SNOW-INIT2
A37157,1,36.39609502,714.86616,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37169,1,36.40181183,959.63944,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37171,1,36.41480682,1429.16488,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37181,1,36.36464773,382.21184,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37185,1,36.39652631,343.41928,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A37189,1,36.23127708,3587.4344,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A42001,1,39.86026491,568.00,0.2,1.3,2.26,0.12,32,0.13,0.5,0.03,0.03,1.572,0,0,0.15,100,30,2.26,0,0.9
A42009,1,39.9959067,1207.98,0.2,1.3,2.46,0.12,32,0.13,0.5,0.03,0.03,3.084,0,0,0.15,100,30,2.46,0,0.9
A42011,1,40.41632603,443.00,0.2,1.3,1.74,0.12,32,0.13,0.5,0.03,0.03,1.2,0,0,0.15,100,30,1.74,0,0.9
A42013,1,40.48106996,1186.93,0.2,1.3,2.81,0.12,32,0.13,0.5,0.03,0.03,3.756,0,0,0.15,100,30,2.81,0,0.9
A42015,1,41.82111742,1033.49,0.2,1.3,1.94,0.12,32,0.13,0.5,0.03,0.03,2.214,0,0,0.15,100,30,1.94,0,0.9
A42021,1,40.49517872,1798.12,0.2,1.3,3.44,0.12,32,0.13,0.5,0.03,0.03,4.26,0,0,0.15,100,30,3.44,0,0.9
A42023,1,41.43666858,1074.98,0.2,1.3,3.27,0.12,32,0.13,0.5,0.03,0.03,4.47,0,0,0.15,100,30,3.27,0,0.9
A42025,1,40.91827525,1180.67,0.2,1.3,3.29,0.12,32,0.13,0.5,0.03,0.03,4.206,0,0,0.15,100,30,3.29,0,0.9
A42027,1,40.87847946,1105.77,0.2,1.3,3.25,0.12,32,0.13,0.5,0.03,0.03,4.128,0,0,0.15,100,30,3.25,0,0.9
A42029,1,39.97306562,411.74,0.2,1.3,1.77,0.12,32,0.13,0.5,0.03,0.03,1.08,0,0,0.15,100,30,1.77,0,0.9
A42033,1,41.00008089,1504.15,0.2,1.3,2.46,0.12,32,0.13,0.5,0.03,0.03,3.534,0,0,0.15,100,30,2.46,0,0.9
A42035,1,41.29446455,1044.52,0.2,1.3,1.86,0.12,32,0.13,0.5,0.03,0.03,1.818,0,0,0.15,100,30,1.86,0,0.9
A42037,1,41.04841344,702.37,0.2,1.3,1.75,0.12,32,0.13,0.5,0.03,0.03,1.554,0,0,0.15,100,30,1.75,0,0.9
A42041,1,40.19522121,483.43,0.2,1.3,1.73,0.12,32,0.13,0.5,0.03,0.03,1.104,0,0,0.15,100,30,1.73,0,0.9
A42043,1,40.49474562,579.43,0.2,1.3,2.06,0.12,32,0.13,0.5,0.03,0.03,1.686,0,0,0.15,100,30,2.06,0,0.9
A42047,1,41.42522258,1734.46,0.2,1.3,3.01,0.12,32,0.13,0.5,0.03,0.03,4.302,0,0,0.15,100,30,3.01,0,0.9
A42055,1,39.88798673,733.40,0.2,1.3,2.77,0.12,32,0.13,0.5,0.03,0.03,3.342,0,0,0.15,100,30,2.77,0,0.9
A42057,1,39.92528409,968.35,0.2,1.3,2.39,0.12,32,0.13,0.5,0.03,0.03,2.892,0,0,0.15,100,30,2.39,0,0.9
A42061,1,40.41655524,859.14,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A42063,1,40.65184732,1287.48,0.2,1.3,3.33,0.12,32,0.13,0.5,0.03,0.03,4.152,0,0,0.15,100,30,3.33,0,0.9
A42065,1,41.12795025,1468.02,0.2,1.3,3.33,0.12,32,0.13,0.5,0.03,0.03,4.392,0,0,0.15,100,30,3.33,0,0.9
A42067,1,40.53111859,606.69,0.2,1.3,2.19,0.12,32,0.13,0.5,0.03,0.03,1.872,0,0,0.15,100,30,2.19,0,0.9
A42069,1,41.4368269,1213.17,0.2,1.3,2.22,0.12,32,0.13,0.5,0.03,0.03,2.34,0,0,0.15,100,30,2.22,0,0.9
A42071,1,40.04221616,428.23,0.2,1.3,1.66,0.12,32,0.13,0.5,0.03,0.03,0.858,0,0,0.15,100,30,1.66,0,0.9
A42075,1,40.36716668,524.64,0.2,1.3,1.63,0.12,32,0.13,0.5,0.03,0.03,0.858,0,0,0.15,100,30,1.63,0,0.9
A42079,1,41.15887479,1051.19,0.2,1.3,1.7,0.12,32,0.13,0.5,0.03,0.03,1.518,0,0,0.15,100,30,1.7,0,0.9
A42081,1,41.43265863,1174.71,0.2,1.3,3.35,0.12,32,0.13,0.5,0.03,0.03,4.62,0,0,0.15,100,30,3.35,0,0.9
A42083,1,41.80774371,1691.46,0.2,1.3,3.32,0.12,32,0.13,0.5,0.03,0.03,4.68,0,0,0.15,100,30,3.32,0,0.9
A42087,1,40.61081561,684.92,0.2,1.3,2.58,0.12,32,0.13,0.5,0.03,0.03,3.492,0,0,0.15,100,30,2.58,0,0.9
A42093,1,41.02790765,624.01,0.2,1.3,1.68,0.12,32,0.13,0.5,0.03,0.03,1.332,0,0,0.15,100,30,1.68,0,0.9
A42097,1,40.85179544,675.17,0.2,1.3,2.62,0.12,32,0.13,0.5,0.03,0.03,3.624,0,0,0.15,100,30,2.62,0,0.9
A42099,1,40.39843883,561.02,0.2,1.3,2.26,0.12,32,0.13,0.5,0.03,0.03,1.878,0,0,0.15,100,30,2.26,0,0.9
A42105,1,41.74471802,1723.33,0.2,1.3,3.49,0.12,32,0.13,0.5,0.03,0.03,4.938,0,0,0.15,100,30,3.49,0,0.9
A42107,1,40.70581439,921.71,0.2,1.3,1.88,0.12,32,0.13,0.5,0.03,0.03,1.596,0,0,0.15,100,30,1.88,0,0.9
A42109,1,40.7699804,599.29,0.2,1.3,1.98,0.12,32,0.13,0.5,0.03,0.03,1.704,0,0,0.15,100,30,1.98,0,0.9
A42111,1,39.97225846,2039.79,0.2,1.3,4.07,0.12,32,0.13,0.5,0.03,0.03,4.452,0,0,0.15,100,30,4.07,0,0.9
A42113,1,41.4459692,1607.03,0.2,1.3,3.77,0.12,32,0.13,0.5,0.03,0.03,5.076,0,0,0.15,100,30,3.77,0,0.9
A42115,1,41.82136072,1310.95,0.2,1.3,2.27,0.12,32,0.13,0.5,0.03,0.03,2.706,0,0,0.15,100,30,2.27,0,0.9
A42117,1,41.77194846,1398.76,0.2,1.3,2.76,0.12,32,0.13,0.5,0.03,0.03,4.32,0,0,0.15,100,30,2.76,0,0.9
A42119,1,40.96172618,760.14,0.2,1.3,3.36,0.12,32,0.13,0.5,0.03,0.03,4.392,0,0,0.15,100,30,3.36,0,0.9
A42127,1,41.6482631,1457.18,0.2,1.3,2.27,0.12,32,0.13,0.5,0.03,0.03,2.61,0,0,0.15,100,30,2.27,0,0.9
A42131,1,41.54211646,893.95,0.2,1.3,1.76,0.12,32,0.13,0.5,0.03,0.03,1.836,0,0,0.15,100,30,1.76,0,0.9
A42133,1,39.91982173,586.47,0.2,1.3,2.26,0.12,32,0.13,0.5,0.03,0.03,1.668,0,0,0.15,100,30,2.26,0,0.9
A47091,1,36.45487459,3120.13608,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A47163,1,36.51304955,2972.61808,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51001,1,37.7649499,21.36,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51003,1,38.00290272,539.81,0.2,1.3,1.43,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.43,0,0.9
A51005,1,37.78736826,1316.25,0.2,1.3,4.04,0.12,32,0.13,0.5,0.03,0.03,2.268,0,0,0.15,100,30,4.04,0,0.9
A51007,1,37.33596773,355.96,0.2,1.3,1.57,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.57,0,0.9
A51009,1,37.57203835,786.79,0.2,1.3,1.92,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.92,0,0.9
A51011,1,37.37221231,773.01,0.2,1.3,1.87,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.87,0,0.9
A51013,1,38.87867814,231.90,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51015,1,38.0547664,1435.59,0.2,1.3,3.48,0.12,32,0.13,0.5,0.03,0.03,2.196,0,0,0.15,100,30,3.48,0,0.9
A51017,1,38.0905299,2388.20,0.2,1.3,4.68,0.12,32,0.13,0.5,0.03,0.03,2.814,0,0,0.15,100,30,4.68,0,0.9
A51019,1,37.43082078,1126.07,0.2,1.3,2.7,0.12,32,0.13,0.5,0.03,0.03,0.63,0,0,0.15,100,30,2.7,0,0.9
A51021,1,37.13397283,2358.93,0.2,1.3,4.25,0.12,32,0.13,0.5,0.03,0.03,1.218,0,0,0.15,100,30,4.25,0,0.9
A51023,1,37.56616907,1230.73,0.2,1.3,2.18,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.18,0,0.9
A51025,1,36.76464062,311.81,0.2,1.3,1.68,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.68,0,0.9
A51027,1,37.2665169,1904.38768,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51029,1,37.57215843,510.11,0.2,1.3,1.89,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.89,0,0.9
A51031,1,37.2055934,812.41,0.2,1.3,1.72,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.72,0,0.9
A51033,1,38.02711124,204.43,0.2,1.3,1.12,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.12,0,0.9
A51035,1,36.74225728,2542.50184,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51036,1,37.35414867,70.47,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51037,1,37.01146021,548.37,0.2,1.3,1.63,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.63,0,0.9
A51041,1,37.37850302,216.66,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51043,1,39.11213987,586.88,0.2,1.3,1.6,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.6,0,0.9
A51045,1,37.48150549,1657.53,0.2,1.3,4.34,0.12,32,0.13,0.5,0.03,0.03,1.896,0,0,0.15,100,30,4.34,0,0.9
A51047,1,38.4860175,424.31,0.2,1.3,1.36,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.36,0,0.9
A51049,1,37.51190424,398.49,0.2,1.3,1.77,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.77,0,0.9
A51051,1,37.12544034,1942.2028,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51053,1,37.07583845,202.80,0.2,1.3,1.38,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.38,0,0.9
A51057,1,37.93894658,74.69,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51059,1,38.83461365,294.62,0.2,1.3,1.24,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.24,0,0.9
A51061,1,38.72523821,463.29,0.2,1.3,2.32,0.12,32,0.13,0.5,0.03,0.03,0.726,0,0,0.15,100,30,2.32,0,0.9
A51063,1,36.93157608,2552.75,0.2,1.3,4.61,0.12,32,0.13,0.5,0.03,0.03,1.032,0,0,0.15,100,30,4.61,0,0.9
A51065,1,37.84181973,384.50,0.2,1.3,1.43,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.43,0,0.9
A51067,1,36.98074562,1067.23,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51069,1,39.20442964,763.30,0.2,1.3,2.48,0.12,32,0.13,0.5,0.03,0.03,2.514,0,0,0.15,100,30,2.48,0,0.9
A51071,1,37.36837296,2035.58,0.2,1.3,3.34,0.12,32,0.13,0.5,0.03,0.03,1.062,0,0,0.15,100,30,3.34,0,0.9
A51073,1,37.40113672,41.17,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51075,1,37.72197667,286.04,0.2,1.3,1.2,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.2,0,0.9
A51077,1,36.64702276,2626.99136,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51079,1,38.2637209,591.00,0.2,1.3,2.22,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.22,0,0.9
A51081,1,36.67577225,155.97,0.2,1.3,1.27,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.27,0,0.9
A51083,1,36.76722095,490.11,0.2,1.3,1.51,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.51,0,0.9
A51085,1,37.76010464,181.20,0.2,1.3,1.66,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.66,0,0.9
A51087,1,37.53366081,197.41,0.2,1.3,1.23,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.23,0,0.9
A51089,1,36.72720249,928.73,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51091,1,38.39147032,2777.49,0.2,1.3,4.68,0.12,32,0.13,0.5,0.03,0.03,3.156,0,0,0.15,100,30,4.68,0,0.9
A51093,1,36.90666126,38.38,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51095,1,37.31312358,72.05,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51097,1,37.71853688,96.99,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51099,1,38.2737118,93.66,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51101,1,37.70657701,87.26,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51103,1,37.70168408,37.24,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51105,1,36.68002362,1667.41752,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51107,1,39.09062225,357.95,0.2,1.3,1.53,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.53,0,0.9
A51109,1,37.9781994,403.93,0.2,1.3,1.66,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.66,0,0.9
A51111,1,36.94620003,505.20,0.2,1.3,1.41,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.41,0,0.9
A51113,1,38.3773673,537.90,0.2,1.3,4.47,0.12,32,0.13,0.5,0.03,0.03,3.042,0,0,0.15,100,30,4.47,0,0.9
A51115,1,37.41728001,10.54,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51117,1,36.68039848,413.81,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51119,1,37.62274977,39.41,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51121,1,37.17427912,2026.34,0.2,1.3,2.86,0.12,32,0.13,0.5,0.03,0.03,0.348,0,0,0.15,100,30,2.86,0,0.9
A51125,1,37.75707865,701.20,0.2,1.3,1.78,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.78,0,0.9
A51127,1,37.50515612,85.60,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51131,1,37.30047023,23.72,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51133,1,37.85458673,29.43,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51135,1,37.14304732,446.11,0.2,1.3,1.68,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.68,0,0.9
A51137,1,38.2463165,416.81,0.2,1.3,1.03,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.03,0,0.9
A51139,1,38.64022996,931.38,0.2,1.3,2,0.12,32,0.13,0.5,0.03,0.03,0.09,0,0,0.15,100,30,2,0,0.9
A51141,1,36.66470154,1275.37,0.2,1.3,2.35,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,2.35,0,0.9
A51143,1,36.82110866,735.54,0.2,1.3,1.72,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.72,0,0.9
A51145,1,37.55016791,324.56,0.2,1.3,1.2,0.12,32,0.13,0.5,0.03,0.03,0,0,0,0.15,100,30,1.2,0,0.9
