riverseg,landseg,afo,alf,bar,ext,for,hom,hvf,hwm,hyo,hyw,imh,iml,lwm,nal,nhi,nho,nhy,nlo,npa,pas,puh,pul,trp,urs,css,wat
DE0_4990_0000,A10005,4.047,24.377,21,0,4619.102,393.291,46.658,1087.051,55.917,94.684,134.1,45.5,2678.76,0,0,0,0,0,0,110.871,89.2,304,0,0.243,0,166
DE0_5020_0000,A10005,6.875,42.497,126,33.4,9594.931,664.377,96.918,1836.329,97.485,165.069,752,262,4525.161,0,0,0,0,0,0,193.29,636,1442,0,0.414,0,1653
DE0_5021_0000,A10005,1.114,7.109,4.5,33.4,730.039,106.791,7.374,295.17,16.307,27.612,22.4,13.6,727.37,0,0,0,0,0,0,32.333,17.8,82.5,0,0.067,0,17.57
DE0_5170_0000,A10005,2.205,13.52,19,0,3304.759,213.49,33.381,590.084,31.013,52.513,122,50.8,1454.112,0,0,0,0,0,0,61.491,87.5,396,0,0.133,0,12.45
EL0_4560_4562,A10005,9.756,14.35,73,0,6977.53,146.268,70.48,404.281,193.013,55.738,223,110,996.246,69.792,1966.261,711.386,271.087,4845.349,0,382.7,157,829,0,0.587,0,4.23
EL0_4561_4562,A10005,8.259,9.673,41,14,10052.021,132.651,101.536,366.646,130.098,37.57,17.01,19.1,903.505,47.042,1783.221,645.163,182.723,4394.291,0,257.955,12.44,169,0,0.497,0,6.23
EL0_4562_0001,A10005,3.504,2.742,19,0,1972.067,61.139,19.92,168.987,36.883,10.651,37.2,22.2,416.425,13.337,821.886,297.355,51.802,2025.326,0,73.13,26.7,124,0,0.211,0,0
EL0_4591_0000,A10005,0.431,0.435,1.12,0,314.741,2.82,3.179,7.794,11.682,1.693,0.43,0.03,19.207,4.657,83.283,30.131,18.087,205.228,0,23.162,0.46,0.42,0,0.026,0,0
EL0_4594_0000,A10005,2.731,2.226,8.4,0,2797.615,47.334,28.259,130.83,29.945,8.648,10.91,8.47,322.397,10.828,636.306,230.213,42.058,1568.011,0,59.374,7.85,45.8,0,0.164,0,12.59
EL0_4597_0000,A10005,0.843,0.166,0.22,0,206.324,16.481,2.084,45.553,2.23,0.644,0.17,0,112.255,0.806,221.554,80.157,3.131,545.962,0,4.421,0.05,0,0,0.051,0,0
EL0_4631_0000,A10005,6.928,6.882,21,84.5,16225.578,115.682,163.895,319.744,92.563,26.73,24.9,30.3,787.927,33.47,1555.107,562.632,130.005,3832.163,0,183.531,24.9,234,0,0.417,0,62.2
EL0_4632_0000,A10005,14.052,9.752,74,44.3,22533.154,249.64,227.608,690.001,131.166,37.878,220,128,1700.331,47.428,3355.891,1214.149,184.222,8269.734,0,260.071,174,825,0,0.845,0,227
EL0_4633_0000,A10005,33.177,35.855,197,64.3,36510.582,543.607,368.794,1502.522,482.266,139.268,365,253,3702.58,174.383,7307.671,2643.889,677.342,18007.885,0,956.221,272,1830,0,1.996,0,345
EL0_5400_0001,A10005,0.471,0.356,14.3,0,485.663,10.068,4.906,27.825,4.038,1.386,61.8,28.6,68.568,1.404,109.428,39.59,5.452,269.656,0,8.007,44.6,173,0,0.028,0,0
EL2_4590_0001,A10005,9.399,8.269,34,0,12520.667,65.948,126.471,182.279,221.654,32.119,12.89,24.7,449.181,88.358,1947.688,704.667,343.202,4799.579,0,439.488,12.46,197,0,0.565,0,0
EL2_4630_0000,A10005,24.372,21.915,200,143,20568.016,415.127,207.758,1147.405,294.767,85.122,723.487,379,2827.488,106.585,5580.526,2019.014,414.001,13751.776,0,584.455,506.263,2690,0,1.466,157.25,284
EL2_4634_0000,A10005,0.012,0,0,0,10.245,0.252,0.103,0.696,0,0,0,0,1.715,0,3.386,1.225,0,8.344,0,0,0,0,0,0.001,0,0
EL2_5110_5270,A10005,8.108,4.698,24,24,13001.289,89.361,131.326,246.99,97.722,18.248,21.7,14.5,608.644,37.903,1992.678,720.943,147.223,4910.443,0,193.76,16.4,96.9,0,0.488,0,1.56
PL0_4510_0001,A11001,0,0,21.88,0,55.571,0,0.561,0,0,0,523.343,79.2,0,0,0,0,0,0,0,0,451.807,458,0,0,60.85,0
PL1_4460_4780,A11001,0,0,3.04,0,467.6,0,4.723,0,0,0,28.7,54.5,0,0,0,0,0,0,0,0,30.2,276,0,0,0,0
PL1_4780_0001,A11001,0,0,36.7,0,2000.608,0,20.208,0,0,0,325.92,351,0,0,0,0,0,0,0,0,279.36,1943,0,0,252.72,56.3
PL2_4810_0000,A11001,0,0,99,0,1160.328,0,11.72,0,0,0,2817.3,440,0,0,0,0,0,0,0,0,2211.18,2757,0,0,181.52,163
PL2_4811_0000,A11001,0,0,2.2,0,51.667,0,0.522,0,0,0,31.9,16.5,0,0,0,0,0,0,0,0,26.2,108,0,0,0,0.22
PL2_4945_0004,A11001,0,0,34.386,0,70.988,0,0.717,0,0,0,0,121.453,0,0,0,0,0,0,0,0,0,727.201,0,0,11812.56,36
PL7_4910_0000,A11001,0,0,13.62,0,987.735,0,9.977,0,0,0,220.839,142,0,0,0,0,0,0,0,0,181.971,750,0,0,53.19,46.5
PL7_4940_0000,A11001,0,0,13,0,11.343,0,0.115,0,0,0,335.825,63.3,0,0,0,0,0,0,0,0,210.125,473,0,0,36.05,113
PL7_4942_0000,A11001,0,0,1.18,0,2.822,0,0.029,0,0,0,9.99,12,0,0,0,0,0,0,0,0,9.36,130,0,0,0,0.67
PL7_4960_0000,A11001,0,0,1.95,0,318.473,0,3.217,0,0,0,1096,198,0,0,0,0,0,0,0,0,902,1134,0,0,0,0.67
PM7_4820_0001,A11001,0,0,12.6,0,278.193,0,2.81,0,0,0,157,117,0,0,0,0,0,0,0,0,126,603,0,0,0,14.5
PU0_3871_3690,A24001,3.801,19.808,9.2,0,30367.531,16.998,306.743,11.602,66.322,127.975,73.2,58.7,17.685,23.77,13.923,20.397,153.567,21.221,195.058,162.552,56.9,291,0,0.12,0,9.16
PU1_3100_3690,A24001,6.553,34.519,4,0,8148.121,25.679,82.304,17.528,115.574,223.011,28.3,47.9,26.717,41.421,21.033,30.814,267.609,32.06,339.913,283.265,26.4,255,0,0.207,0,10.2
PU1_3580_3780,A24001,9.415,50.361,0,6,12849.083,29.181,129.789,19.918,168.62,325.368,0,0,30.36,60.433,23.901,35.016,390.434,36.432,495.924,413.276,0,0,0,0.297,2631.98,243
PU2_3180_3370,A24001,0.691,3.819,0.02,0,1252.633,0.915,12.653,0.625,12.788,24.675,0,1.13,0.953,4.583,0.749,1.099,29.608,1.143,37.608,31.341,0,6.65,0,0.022,0,0
PU2_3370_4020,A24001,20.385,110.901,0,34.7,36432.215,44.664,368.002,30.487,371.319,716.494,115.4,67.2,46.47,133.079,36.583,53.597,859.777,55.764,1092.075,910.079,70.5,382,0,0.643,0,87.3
PU4_3780_3930,A24001,5.805,30.864,0,0,8922.851,19.861,90.13,13.557,103.338,199.399,206,85.6,20.664,37.036,16.268,23.833,239.276,24.796,303.924,253.275,125.8,432,0,0.183,0,262
PU4_3890_3990,A24001,0.233,1.17,0,0,60.989,1.501,0.616,1.025,3.915,7.555,0,0,1.562,1.403,1.229,1.801,9.067,1.874,11.516,9.598,0,0,0,0.007,842.91,55.1
PU4_3990_3780,A24001,0.232,1.082,0,0,69.414,2.317,0.701,1.581,3.622,6.989,0,0,2.41,1.298,1.897,2.779,8.387,2.892,10.653,8.877,0,0,0,0.007,911.91,50.5
PU5_3930_4170,A24001,8.789,48.151,0,0,21184.844,15.885,213.988,10.843,161.217,311.082,9.19,48.5,16.527,57.779,13.011,19.062,373.293,19.833,474.15,395.133,8.38,272,0,0.277,0,246
PU5_4170_4020,A24001,0.582,3.271,0,0,953.882,0.243,9.635,0.165,10.952,21.133,0,0.06,0.252,3.925,0.199,0.291,25.358,0.303,32.21,26.842,0,0.83,0,0.018,0,181
PU6_3870_3690,A24001,0.491,2.687,0.09,0,9749.515,0.933,98.48,0.638,8.993,17.355,0.49,3.35,0.971,3.223,0.765,1.121,20.825,1.166,26.452,22.043,0.4,17.8,0,0.015,0,1116
PU6_4020_3870,A24001,0.897,5.025,0.1,0,7934.295,0.528,80.144,0.36,16.825,32.466,0.22,5,0.548,6.03,0.432,0.632,38.958,0.658,49.484,41.238,0.23,25.9,0,0.028,0,218
WL0_4390_0000,A24003,0.064,0,24,0,5018.394,0,50.691,0,0.362,0,427,576,0,0.238,10.449,1.739,1.567,6.876,1.94,0,370,3519,0,0.023,0,24.2
WL0_4391_0000,A24003,0.213,0,3.4,0,3019.571,0,30.501,0,1.34,0,48.8,119,0,0.881,34.739,5.782,5.8,22.861,7.182,0,44.4,745,0.001,0.077,0,95.8
WL0_4392_0000,A24003,0.334,0,23,0,3752.51,0,37.904,0,2.568,0,261,512,0,1.688,53.59,8.919,11.112,35.266,13.76,0,252,2911,0.001,0.121,0,47.6
WL0_4393_0000,A24003,0.063,0,0.04,0,133.41,0,1.348,0,1.197,0,1.68,4.02,0,0.787,8.51,1.416,5.182,5.6,6.417,0,1.66,26.9,0.001,0.023,0,4.89
WL0_4394_0000,A24003,0.141,0,1.8,0,655.279,0,6.619,0,0.557,0,62.7,15.7,0,0.366,23.753,3.953,2.412,15.63,2.987,0,42.8,112,0,0.051,0,52.7
WL0_4420_0000,A24003,1.394,0,122,9.79,7991.488,0,80.722,0,7.314,0,896,751,0,4.808,230.79,38.412,31.656,151.873,39.199,0,809,4257,0.004,0.504,0,2.8
WL0_4421_0000,A24003,0.728,0,14,0,4444.365,0,44.893,0,5.235,0,69.4,274,0,3.442,117.414,19.542,22.658,77.266,28.057,0,61.5,1747,0.003,0.263,0,30.9
WL0_4422_0000,A24003,0.1,0,2.5,0,3024.652,0,30.552,0,2.204,0,3.66,58.1,0,1.449,13.008,2.165,9.54,8.559,11.813,0,3.9,379,0.001,0.036,0,44
WL0_4423_0000,A24003,0.249,0,59,0,5134.575,0,51.864,0,3.331,0,983,509,0,2.19,36.894,6.14,14.419,24.278,17.854,0,713,3000,0.001,0.09,0,87.8
WL0_4424_0000,A24003,1.366,0,12,0,3997.375,0,40.378,0,26.173,0,120.7,136,0,17.208,185.278,30.837,113.29,121.924,140.284,0,95.6,957,0.014,0.493,0,39.1
WL0_4425_0000,A24003,0.013,0,2,0,581.954,0,5.878,0,0,0,7.46,50.7,0,0,2.276,0.379,0,1.497,0,0,7.44,317,0,0.005,0,50
WL0_4600_0000,A24003,3.99,0,50,0,16043.153,0,162.052,0,81.775,0,316,444,0,53.765,529.443,88.118,353.964,348.404,438.305,0,250,2838,0.044,1.441,0,87
WL0_4601_0000,A24003,0.088,0,5.4,0,1549.731,0,15.654,0,0.947,0,56.9,183,0,0.622,13.465,2.241,4.098,8.861,5.074,0,53.3,1077,0.001,0.032,0,80.3
WL0_4602_0000,A24003,2.709,0,8.6,0,6196.612,0,62.592,0,64.994,0,35.3,120,0,42.732,339.049,56.43,281.328,223.113,348.362,0,29.1,810,0.035,0.978,0,99.8
WL0_4603_0000,A24003,1.412,0,64,0,6081.052,0,61.425,0,28.802,0,689,436,0,18.937,187.702,31.24,124.673,123.519,154.38,0,519,2751,0.016,0.51,0,94.7
WL0_4770_0000,A24003,3.394,0,9,0,5075.704,0,51.27,0,64.869,0,42.1,92.8,0,42.649,460.503,76.644,280.786,303.037,347.691,0,35.4,641,0.035,1.226,0,60.7
WL0_4771_0000,A24003,3.226,0,8,0,5533.14,0,55.89,0,61.989,0,69.1,84,0,40.756,437.074,72.744,268.319,287.619,332.253,0,49,650,0.033,1.165,0,16
WL0_4772_0000,A24003,0.637,0,10,0,4906.266,0,49.558,0,11.559,0,32.2,158,0,7.599,87.792,14.612,50.032,57.772,61.953,0,28.1,995,0.006,0.23,0,129
WM0_3961_0000,A24003,0.335,0.015,50,10,5167.625,0.292,52.198,1.755,0.767,0.1,1566.755,1186,1.155,0.486,55.875,9.3,3.201,36.769,3.948,0.124,1188.865,7130,0.012,0.121,5032.38,29
WM0_3962_0000,A24003,0.146,0.002,55,0,3524.343,0.13,35.599,0.778,0.101,0.014,1140,453,0.512,0.064,24.778,4.124,0.42,16.306,0.519,0.016,941,2479,0.002,0.053,0,94.9
WM0_3963_0000,A24003,0.286,0.01,8.9,0,3926.484,0.251,39.661,1.509,0.503,0.066,105.1,169,0.993,0.319,48.043,7.996,2.102,31.614,2.593,0.082,90.6,1076,0.008,0.103,0,142
WM0_3966_0000,A24003,0.018,0,0.07,0,137.066,0.016,1.385,0.095,0,0,1.25,1.62,0.063,0,3.029,0.504,0,1.993,0,0,1.2,13.9,0,0.006,0,10
WM3_4060_0001,A24003,0.36,0.076,45,83.8,6106.098,0.281,61.678,1.69,3.839,0.504,1565.905,723,1.112,2.435,53.786,8.952,16.029,35.394,19.773,0.621,1088.495,4291,0.06,0.13,959.6,116
XL3_4710_0000,A24003,7.809,0,3.7,28.5,7326.779,0,74.008,0,179.556,0,78.5,95.9,0,117.327,996.679,165.882,772.433,655.871,955.477,0,59.1,674,0,2.82,0,9.7
XL3_4711_0000,A24003,5.508,0,0.69,116,5994.394,0,60.549,0,117.31,0,47.7,48.5,0,76.654,723.07,120.344,504.656,475.821,624.245,0,44.5,466,0,1.989,0,59.3
XL3_4712_0000,A24003,1.772,0,11.7,0,3210.49,0,32.429,0,37.801,0,95.4,40.7,0,24.7,232.406,38.68,162.617,152.936,201.153,0,87.5,350,0,0.64,0,108
XL3_4713_0000,A24003,7.72,0,3.2,0,7343.414,0,74.176,0,152.086,0,34.5,91.7,0,99.378,1039.767,173.054,654.264,684.226,809.306,0,31,934,0,2.788,0,94.6
XL3_4950_0000,A24003,1.622,0,0.6,0,2165.164,0,21.87,0,27.595,0,1.79,28.1,0,18.031,227.827,37.919,118.711,149.924,146.842,0,1.77,274,0,0.586,0,1.11
XU2_4270_4650,A24003,2.774,0,326,364,14585.514,0,147.328,0,39.817,0,1423,1260,0,26.018,405.296,67.456,171.29,266.708,211.881,0,1173,7681,0,1.002,0,81.5
XU2_4480_4650,A24003,0.238,0,19,123,5688.929,0,57.464,0,1.176,0,50.6,152,0,0.769,39.587,6.589,5.063,26.051,6.263,0,51.9,838,0,0.086,0,12.85
XU3_4650_0001,A24003,1.139,0,1.4,0,2068.165,0,20.891,0,13.848,0,17.8,39.6,0,9.049,171.813,28.596,59.572,113.063,73.689,0,15.1,254,0,0.411,0,1.11
SL2_2910_3060,A24005,5.433,6.254,1.8,0,4180.137,8.803,42.224,21.526,80.402,20.036,7.08,14,70.261,101.101,348.007,142.309,323.906,1135.875,539.068,33.344,5.59,115,0.012,1.907,0,5.34
WM0_3650_0001,A24005,3.235,2.197,92,121,12933.387,2.339,130.64,5.72,53.635,7.038,1325,982,18.669,69.931,182.053,74.447,224.045,594.213,372.143,11.692,1013,7420,1.144,1.136,0,67.9
WM0_3740_0001,A24005,0.001,0.001,37.5,0,859.26,0,8.679,0.001,0.016,0.002,1613,540,0.004,0.021,0.042,0.017,0.067,0.135,0.112,0.003,1294,3263,0.001,0,0,8.01
WM0_3741_0000,A24005,0.007,0.001,41,18.7,1073.735,0.012,10.846,0.028,0.032,0.004,1325,350,0.091,0.043,0.886,0.362,0.136,2.891,0.226,0.007,1010,2205,0.001,0.003,0,0.67
WM0_3742_0000,A24005,0.136,0.069,37,0,2173.807,0.137,21.958,0.334,1.67,0.22,1328,407,1.09,2.178,10.625,4.345,6.978,34.683,11.591,0.365,1031,2585,0.036,0.048,0,103
WM0_3743_0000,A24005,0.015,0,1.75,0,209.741,0.027,2.119,0.064,0,0,76.4,31.8,0.21,0,2.051,0.838,0,6.691,0,0,57.3,181,0,0.005,0,1.78
WM0_3744_0000,A24005,0.008,0.003,0.34,0,127.535,0.009,1.288,0.024,0.081,0.01,14.7,5.27,0.077,0.106,0.751,0.308,0.34,2.456,0.564,0.018,13.5,34.8,0.002,0.003,0,4
WM0_3745_0000,A24005,0.07,0.048,3.3,0,858.464,0.048,8.671,0.119,1.179,0.155,1.2,10.8,0.39,1.538,3.8,1.554,4.928,12.399,8.185,0.257,1.02,141,0.026,0.024,0,4.67
WM0_3881_3880,A24005,6.902,4.497,14.4,0,11966.685,5.294,120.876,12.946,109.797,14.409,88.9,130,42.255,143.159,412.065,168.505,458.649,1344.96,761.825,23.935,75.7,944,2.342,2.423,0,810
WM0_3964_0000,A24005,0.087,0.065,42.26,0,1011.2,0.053,10.214,0.13,1.597,0.21,3335,470,0.424,2.083,4.138,1.692,6.672,13.505,11.083,0.348,2380,2790,0.034,0.031,0,115
WM0_3965_0000,A24005,0.154,0.128,1.38,0,766.009,0.073,7.737,0.178,3.136,0.411,6.59,11.9,0.582,4.089,5.68,2.323,13.1,18.539,21.759,0.684,6.76,76.3,0.067,0.054,0,24
WM1_3660_3910,A24005,2.113,1.045,210,48.9,6624.122,2.155,66.91,5.271,25.498,3.346,2088,1180,17.203,33.246,167.76,68.602,106.513,547.56,176.92,5.559,1683,7750,0.544,0.742,0,20.15
WM1_3910_0001,A24005,0.004,0.001,37,0,867.893,0.007,8.767,0.015,0.016,0.002,905,641,0.05,0.021,0.485,0.198,0.067,1.584,0.112,0.003,714,3744,0.001,0.001,0,4
WM3_3880_4060,A24005,5.822,4.19,54,189,11005.659,3.827,111.168,9.359,102.287,13.424,256,266,30.549,133.366,297.906,121.822,427.276,972.349,709.715,22.297,200,1903,2.182,2.044,0,14
WM3_4060_0001,A24005,0.251,0.224,91,0,5644.63,0.096,57.016,0.235,5.459,0.717,2093,1094,0.766,7.117,7.466,3.053,22.802,24.37,37.875,1.19,1667,6750,0.116,0.088,0,94.1
WU0_3021_3020,A24005,13.749,13.876,0.15,0,16404.51,25.415,165.702,62.15,178.406,44.457,9.27,34.5,202.853,224.335,1004.743,410.867,718.718,3279.43,1196.142,73.988,7.64,414,0.025,4.826,0,1081
WU0_3540_0000,A24005,0.403,0.425,0.99,169,3163.375,0.716,31.953,1.751,5.461,1.361,142,85,5.717,6.867,28.316,11.579,22,92.42,36.614,2.265,118,485,0.001,0.141,0,138
WU0_3541_0000,A24005,0.082,0.102,0.1,0,862.98,0.12,8.717,0.292,1.314,0.327,75.7,39.9,0.952,1.652,4.713,1.927,5.292,15.383,8.807,0.545,66.5,262,0,0.029,0,26.7
WU0_3542_0000,A24005,0.001,0,0,0,105.027,0.003,1.061,0.008,0,0,0,0,0.025,0,0.122,0.05,0,0.399,0,0,0,0,0,0,0,11.3
WU0_3670_0001,A24005,0.16,0.184,122,50.3,2405.951,0.261,24.303,0.637,2.361,0.588,1619,589,2.08,2.969,10.304,4.213,9.514,33.629,15.833,0.979,1275,4069,0.001,0.056,0,8.41
