riverseg,landseg,afo,alf,bar,ext,for,hom,hvf,hwm,hyo,hyw,imh,iml,lwm,nal,nhi,nho,nhy,nlo,npa,pas,puh,pul,trp,urs,wat,css
DE0_2590_0000,A10003,0.124982711,3.441523939,13.19817432,0.1,4448.676621,7.792922017,44.9357841,70.20228903,5.515237086,22.10094281,115.9839561,219.9695719,72.17801573,0.1,0.1,0.1,0.1,0.1,0.1,12.86122093,99.98616907,1359.811899,0.1,0.034995159,9.43869436,0.1
DE0_2600_0000,A10003,1.250923073,85.28375539,24.9984627,0.1,6608.297616,28.10527164,66.75089509,253.1754307,136.6605959,547.6323228,1397.914034,441.9728205,260.2979927,0.1,0.1,0.1,0.1,0.1,0.1,318.687402,901.9445341,3454.787545,0.1,0.353978232,106.9934203,0.1
DE0_2610_0000,A10003,0.025997491,0.43795774,6.66935645,0.1,2438.993653,1.907815908,24.63662272,17.19034124,0.702932172,2.8157283,1118.892034,648.9373817,17.67329464,0.1,0.1,0.1,0.1,0.1,0.1,1.637841959,744.9281192,4145.599976,0.1,0.006999325,155.9849484,0.1
DE0_2640_0000,A10003,1.067928627,87.30216536,17.99879709,0.1,7190.162462,9.683352835,72.62814606,87.2281703,139.8956504,560.5945339,435.9708629,480.9678556,89.6820063,0.1,0.1,0.1,0.1,0.1,0.1,326.2301971,335.9775457,3459.768774,0.1,0.301979818,170.9885724,0.1
DE0_2690_0000,A10003,1.390957598,49.6624861,108.9966774,0.1,11347.94907,75.62669461,114.6255058,681.2522329,79.57957411,318.8962788,2083.936474,1532.95327,700.4216485,0.1,0.1,0.1,0.1,0.1,0.1,185.5773429,1601.951166,10512.67953,0.1,0.39398799,127.9960982,0.1
DE0_2710_0000,A10003,1.524971766,31.1054241,335.9937793,287.994668,12499.17259,105.812041,126.2546625,953.1693527,49.84407717,199.737302,6328.882825,2113.960861,979.9888562,0.1,0.1,0.1,0.1,0.1,0.1,116.233848,4389.918724,14193.73721,0.1,0.431992002,495.9908171,0.1
DE0_2800_0000,A10003,0.002998976,0.1,18.99351304,0.1,701.9962433,0.238918401,7.090578316,2.152264925,0.1,0.1,726.7517884,228.9218151,2.213244099,0.1,0.1,0.1,0.1,0.1,0.1,0.1,562.8077811,1541.473532,0.1,0.000999659,13.69532256,0.1
DE0_2850_0000,A10003,0.678904877,10.71949807,86.98781198,0.1,1767.937291,50.20796527,17.85749795,452.274631,17.17759322,68.8343555,758.8936701,276.9611945,465.0008479,0.1,0.1,0.1,0.1,0.1,0.1,40.05738749,527.9260313,1869.738028,0.1,0.191973102,11.99831889,0.1
DE0_2870_0000,A10003,0.1,0.1,0.169283452,0.1,65.55949791,0.020911485,0.662197034,0.186211797,0.1,0.1,55.86353924,23.79926182,0.192186508,0.1,0.1,0.1,0.1,0.1,0.1,0.1,42.61959856,155.3424621,0.1,0.1,9.957850132,0.1
DE0_2920_0000,A10003,1.096859113,14.56512917,65.99152364,0.1,2635.559473,83.74324351,26.62158056,754.3671045,23.34000207,93.52998644,388.9500409,210.9729013,775.593378,0.1,0.1,0.1,0.1,0.1,0.1,54.42800893,297.961728,1468.811337,0.1,0.310960058,110.9857443,0.1
DE0_2960_0000,A10003,1.404836476,13.70040526,71.9916201,0.66992202,2425.49567,112.1779424,24.50014816,1010.515375,21.9534446,87.97475965,382.9554236,159.981378,1038.949065,0.1,0.1,0.1,0.1,0.1,0.1,51.19604073,230.9731145,1207.859404,0.1,0.397953678,30.09649674,0.1
DE0_2990_0000,A10003,6.315820978,114.3727581,85.9975624,117.9966554,12075.87071,452.390177,121.9785425,4075.182489,183.2728051,734.4201829,169.9951815,392.9888607,4189.849239,0.1,0.1,0.1,0.1,0.1,0.1,427.3858857,143.9959184,2957.916158,0.1,1.788949292,1971.944105,0.1
DE0_3110_0000,A10003,9.945731832,149.9009582,86.99765428,83.19775673,9516.34141,742.049992,96.12440819,6684.465766,240.2045233,962.5580465,295.9920191,249.9932594,6872.552695,0.1,0.1,0.1,0.1,0.1,0.1,560.1468967,219.9940683,1954.947289,0.1,2.816924047,941.9746015,0.1
DE0_3260_0000,A10003,4.418799242,89.56393087,10.09954115,0.1,11589.45246,307.1310462,117.0646814,2766.668303,143.5194795,575.115871,38.79823729,44.5979738,2844.516766,0.1,0.1,0.1,0.1,0.1,0.1,334.6807946,33.69846899,334.9847807,0.1,1.251943121,573.9739228,0.1
DE0_3280_0000,A10003,0.151864462,0.448599629,0.1,0.1,1261.386225,13.12029027,12.74162822,118.1915153,0.71935798,2.880429246,0.1,0.1,121.5175468,0.1,0.1,0.1,0.1,0.1,0.1,1.676503737,0.1,0.1,0.1,0.042961657,35.76807735,0.1
DE0_3310_0000,A10003,0.799839109,1.432711804,1.999597772,0.1,2950.62047,70.08790151,29.80400479,631.3589994,2.295538242,9.198149752,0.709857209,0.749849165,649.1244258,0.1,0.1,0.1,0.1,0.1,0.1,5.352923236,0.629873298,4.809032642,0.1,0.225954548,114.9768719,0.1
DE0_3380_0000,A10003,6.580729996,128.2167393,22.99905636,0.1,10517.46647,462.4930241,106.2366412,4166.190063,205.4575702,823.3182197,106.6956223,49.39797323,4283.419253,0.1,0.1,0.1,0.1,0.1,0.1,479.118342,79.99671777,294.9878968,0.1,1.863923524,200.9917534,0.1
EU0_3010_0000,A10003,2.30871599,23.60309644,34.99569496,0.1,2167.009423,183.2624557,21.88930726,1650.851918,37.82234724,151.5623554,45.69437885,109.7864945,1697.304204,0.1,0.1,0.1,0.1,0.1,0.1,88.19915007,46.39429275,1039.872079,0.1,0.653919557,14.89816728,0.1
EU0_3011_0000,A10003,1.086728351,10.04548893,16.99575158,0.1,1246.326456,87.3221721,12.58885317,786.6083717,16.09697624,64.50587548,22.39440208,43.98900408,808.7408393,0.1,0.1,0.1,0.1,0.1,0.1,37.53861648,21.29467698,375.9060349,0.1,0.307923029,48.68782952,0.1
EU0_3201_0000,A10003,2.417615437,42.49324072,14.99761437,0.1,1323.474479,174.4242548,13.36887345,1571.232069,68.09216877,272.8635964,24.17615437,39.29374965,1615.442036,0.1,0.1,0.1,0.1,0.1,0.1,158.7887419,20.88667761,301.1520966,0.1,0.684891056,14.1977416,0.1
EU0_3361_0000,A10003,1.887674468,29.94683562,1.229787921,0.1,2092.015229,139.3299723,21.13135587,1255.095557,47.98772445,192.2988378,0.429925859,3.409412042,1290.412466,0.1,0.1,0.1,0.1,0.1,0.1,111.9057017,0.459920686,29.89484459,0.1,0.534907754,0.889846545,0.1
EU1_2981_0000,A10003,0.003978714,0.1,0.994678425,0.1,197.2457263,0.372009731,1.992340885,3.348087578,0.1,0.1,1.432336932,5.888496275,3.442582028,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.402496579,45.55627186,0.1,0.000994678,0.1,0.1
EU1_2983_0000,A10003,0.202858556,2.277412062,4.796655505,0.1,751.8967358,15.86094087,7.59470455,142.8783773,3.649455397,14.62280417,8.76388933,17.88752782,146.8985742,0.1,0.1,0.1,0.1,0.1,0.1,8.510066309,8.594007781,155.591513,0.1,0.056960284,0.692517139,0.1
EU2_3520_0001,A10003,1.206835457,19.42035218,0.489933201,0.1,4569.219021,88.79589334,46.15370729,799.8869414,31.11975705,124.7049974,0.429941381,1.38981051,822.3938727,0.1,0.1,0.1,0.1,0.1,0.1,72.57010561,0.459937291,17.09766886,0.1,0.341953377,5.33927203,0.1
DE0_4230_0000,A10005,10.19956321,81.39851413,44.99807297,0.1,7723.371249,1060.743574,78.01365909,2914.230199,193.3787186,123.4537131,256.9889945,187.9919493,6151.386568,0.1,0.1,0.1,0.1,0.1,0.1,355.8857593,204.9912213,1438.938378,0.1,0.92796026,188.9919065,0.1
DE0_4350_0000,A10005,15.91462201,105.848486,39.99904998,4.889883861,14305.10724,1738.663705,144.4955681,4776.713549,251.4660274,160.5371871,87.09793134,62.19852273,10082.73653,0.1,0.1,0.1,0.1,0.1,0.1,462.7870084,78.99812372,463.9889798,0.1,1.447965609,899.9786247,0.1
DE0_4520_0000,A10005,26.57569129,98.43385656,200.9976651,181.9978859,30480.42893,3212.633681,307.8834235,8826.220472,233.8512835,149.2912658,646.9924843,454.9947146,18630.47458,0.1,0.1,0.1,0.1,0.1,0.1,430.3690007,526.9938783,3021.964896,0.1,2.416971924,1435.983319,0.1
DE0_4570_0000,A10005,1.780851802,3.307724739,44.99625552,0.1,5581.412528,228.2400064,56.37830833,627.054818,7.858346047,5.016582532,635.947078,194.9837739,1323.595854,0.1,0.1,0.1,0.1,0.1,0.1,14.46279644,467.9610574,1189.900979,0.1,0.16198652,431.964053,0.1
DE0_4680_0000,A10005,13.11672228,45.3930389,149.9968241,201.9957232,15804.19138,1598.239161,159.63862,4390.918031,107.8397167,68.84554234,560.9881222,495.9894985,9268.395761,0.1,0.1,0.1,0.1,0.1,0.1,198.4647979,464.9901548,3177.932714,0.1,1.192974741,1075.977218,0.1
DE0_4800_0000,A10005,21.25768804,78.47484837,137.9979749,365.994629,23878.29758,2570.739274,241.1944604,7062.713354,186.4332641,119.0202534,518.9923837,305.9955095,14908.04822,0.1,0.1,0.1,0.1,0.1,0.1,343.1039649,382.9943795,2458.963914,0.1,1.933971619,931.986323,0.1
DE0_4850_0000,A10005,16.3127217,76.79468985,179.9969292,130.9977651,20209.38022,1907.35146,204.1355174,5240.156601,182.4408875,116.471013,734.9874608,554.9905316,11060.97729,0.1,0.1,0.1,0.1,0.1,0.1,335.7572718,648.988928,3632.938021,0.1,1.483974683,1657.971714,0.1
DE0_4990_0000,A10005,4.343604083,27.25651558,16.9984506,0.1,4275.957249,480.947162,43.19106316,1321.329562,64.7540977,41.33923195,106.6902752,44.69592599,2789.077777,0.1,0.1,0.1,0.1,0.1,0.1,119.1721375,78.79281808,291.9733868,0.1,0.394963999,166.9847794,0.1
DE0_5020_0000,A10005,7.649723424,47.65127717,107.9960954,33.39879247,8982.889224,848.5083222,90.73671941,2331.147717,113.205907,72.27138703,640.9768255,243.9911785,4920.611095,0.1,0.1,0.1,0.1,0.1,0.1,208.3404674,540.9804408,1311.952566,0.1,0.695974837,1623.941286,0.1
DE0_5021_0000,A10005,1.220544202,7.876058775,3.598656123,33.38753181,607.1802554,134.3208394,6.132709809,369.0261914,18.71201221,11.94553907,12.99514711,13.59492313,778.9451118,0.1,0.1,0.1,0.1,0.1,0.1,34.43713984,12.29540842,82.46920281,0.1,0.110958564,14.00477008,0.1
DE0_5170_0000,A10005,2.385666783,15.17788004,14.99790517,0.1,3078.703983,263.3302195,31.09765645,723.4599511,36.05696376,23.01878486,116.9836604,50.89289156,1527.088705,0.1,0.1,0.1,0.1,0.1,0.1,66.35773151,85.7880176,395.9446966,0.1,0.216969695,12.04831716,0.1
EL0_4560_4562,A10005,10.55748667,95.93933524,61.99698558,0.1,6143.342299,1051.931853,62.05398281,2890.022481,227.9239179,145.5079251,211.9896926,108.9947005,6100.287392,0.1,0.1,0.1,0.1,0.1,0.1,419.461605,150.9926584,823.9599374,0.1,0.959953325,4.229794339,0.1
EL0_4561_4562,A10005,8.761637403,61.17946811,33.99859298,13.99942064,9368.106304,945.8198576,94.62708389,2598.493462,145.343985,92.78815999,12.27949182,18.89921786,5484.928008,0.1,0.1,0.1,0.1,0.1,0.1,267.4849302,10.19957789,166.993089,0.1,0.796967018,6.129746322,0.1
EL0_4562_0001,A10005,4.14633161,18.53701183,15.99742121,0.1,1139.470317,488.6892232,11.51014456,1342.598573,44.03790108,28.11446794,30.89501971,21.09659922,2833.971163,0.1,0.1,0.1,0.1,0.1,0.1,81.04593537,23.99613182,118.9808203,0.1,0.376939237,0.1,0.1
EL0_4591_0000,A10005,0.46735804,4.918244328,0.918738027,0.1,258.4310206,43.85376272,2.61041435,120.4805087,11.68395099,7.458754697,0.429410165,0.029958849,254.3116789,0.1,0.1,0.1,0.1,0.1,0.1,21.50146571,0.459369013,0.419423882,0.1,0.042941016,0.1,0.1
EL0_4594_0000,A10005,2.96255636,15.37969691,6.998951915,0.1,2510.454062,340.736975,25.35820264,936.1228166,36.53852839,23.32650688,5.689148056,8.448734811,1975.978099,0.1,0.1,0.1,0.1,0.1,0.1,67.24393029,5.429186985,45.39320242,0.1,0.269959574,3.72944152,0.1
EL0_4597_0000,A10005,0.914116724,1.087948757,0.219787628,0.1,87.57138316,119.6174183,0.884145684,328.6304571,2.58550173,1.650405277,0.169835894,0.1,693.678725,0.1,0.1,0.1,0.1,0.1,0.1,4.757403105,0.049951734,0.1,0.1,0.082919878,0.1,0.1
EL0_4631_0000,A10005,7.326760995,46.55048149,16.99944547,84.49724364,15736.58266,809.0596079,158.9558147,2222.766492,110.5913924,70.60269689,22.79925627,29.79902793,4691.839949,0.1,0.1,0.1,0.1,0.1,0.1,203.5283607,22.99924975,231.9924322,0.1,0.665978275,56.69815046,0.1
EL0_4632_0000,A10005,15.18670088,64.45373052,60.99879857,44.29912749,20961.54614,1803.511478,211.7328297,4954.870409,153.1239841,97.75507462,202.9960018,126.9974987,10458.792,0.1,0.1,0.1,0.1,0.1,0.1,281.8024496,164.9967502,816.9839087,0.1,1.3809728,195.9961397,0.1
EL0_4633_0000,A10005,35.818625,227.2266211,163.998283,64.29932683,32933.26821,3956.759575,332.6595173,10870.59119,539.8253484,344.627392,333.9965033,251.9973618,22945.75777,0.1,0.1,0.1,0.1,0.1,0.1,993.472599,258.9972885,1816.980977,0.1,3.257965891,339.9964405,0.1
EL0_5400_0001,A10005,0.521615935,2.304303345,12.49080304,0.1,429.2209653,61.59364869,4.335807552,169.219404,5.473969525,3.494427059,57.65754684,28.77881021,357.1910008,0.1,0.1,0.1,0.1,0.1,0.1,10.0745821,41.8691718,173.8719783,0.1,0.046965419,0.1,0.1
EL2_4590_0001,A10005,10.22953962,105.3542585,27.99873991,0.1,11586.02357,970.2873319,117.030733,2665.716029,250.2907356,159.7868087,10.73951666,24.19891092,5626.822763,0.1,0.1,0.1,0.1,0.1,0.1,460.6242694,10.55952476,192.9913144,0.1,0.930958102,0.1,0.1
EL2_4630_0000,A10005,26.40865207,131.0522734,166.9977999,142.998116,17525.32611,3061.219669,177.0236678,8410.232198,311.3418982,198.7623814,701.8457534,375.9950464,17752.40912,0.1,0.1,0.1,0.1,0.1,0.1,572.9804511,495.8884668,2650.965074,0.1,2.401968355,270.9964297,157.2479283
EL2_4634_0000,A10005,0.012976135,0.1,0.1,0.1,7.796803695,1.696166282,0.07878368,4.659359507,0.1,0.1,0.1,0.1,9.834983834,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.000926867,0.1,0.1
EL2_5110_5270,A10005,8.767686981,46.3483453,19.999286,23.9991432,12061.36439,1005.175114,121.8316504,2761.563408,110.109069,70.29449039,19.29931099,14.29948949,5829.136892,0.1,0.1,0.1,0.1,0.1,0.1,202.6407654,15.29945379,95.59658707,0.1,0.797971511,1.559944308,0.1
PL0_4510_0001,A11001,0.1,0.1,13.22556697,0.1,64.64745037,0.1,0.653287069,0.1,0.1,0.1,519.8257152,79.51322737,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,450.265626,460.49746,0.1,0.1,0.1,60.78366691
PL1_4460_4780,A11001,0.1,0.1,1.835957274,0.1,467.75801,0.1,4.724596572,0.1,0.1,0.1,28.63694226,54.38025621,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,30.13364656,275.3935911,0.1,0.1,0.1,0.1
PL1_4780_0001,A11001,0.1,0.1,24.99192908,0.1,2016.489792,0.1,20.3684222,0.1,0.1,0.1,324.9510599,350.8866842,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,279.1338562,1938.374019,0.1,0.1,56.28182428,252.6384126
PL2_4810_0000,A11001,0.1,0.1,67.98825328,0.1,1197.741059,0.1,12.09790978,0.1,0.1,0.1,2808.858697,440.9238191,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2206.753727,2762.522703,0.1,0.1,160.9721879,181.4886432
PL2_4811_0000,A11001,0.1,0.1,1.508465868,0.1,53.80955777,0.1,0.543841642,0.1,0.1,0.1,28.58145854,16.67251748,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,24.90953505,109.1652931,0.1,0.1,0.218330586,0.1
PL2_4945_0004,A11001,0.1,0.1,20.5199544,0.1,107.404059,0.1,1.084838987,0.1,0.1,0.1,0.1,118.0474793,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,707.5479849,0.1,0.1,35.99465763,11810.80703
PL7_4910_0000,A11001,0.1,0.1,8.304128019,0.1,993.4774963,0.1,10.03490416,0.1,0.1,0.1,219.7366207,141.8996605,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,181.7894538,749.4700378,0.1,0.1,46.26728367,53.15241508
PL7_4940_0000,A11001,0.1,0.1,8.288763759,0.1,15.87547921,0.1,0.160782044,0.1,0.1,0.1,334.3956935,63.31417136,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,209.8165728,473.3583159,0.1,0.1,112.8470247,36.00119681
PL7_4942_0000,A11001,0.1,0.1,0.751761567,0.1,3.20289994,0.1,0.032642279,0.1,0.1,0.1,9.881707969,11.86991948,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.258537196,128.5907944,0.1,0.1,0.662737171,0.1
PL7_4960_0000,A11001,0.1,0.1,1.349335032,0.1,326.7289841,0.1,3.300373537,0.1,0.1,0.1,1084.465563,198.9019788,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,896.5581656,1140.437979,0.1,0.1,0.767621707,0.1
PM7_4820_0001,A11001,0.1,0.1,8.588193147,0.1,281.765635,0.1,2.846087264,0.1,0.1,0.1,156.7844563,116.8393719,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,125.8270159,602.1721474,0.1,0.1,14.4800931,0.1
PU0_3871_3690,A24001,3.742964939,50.67152535,7.999925064,0.1,30346.55374,11.22389486,306.5311287,10.6649001,40.460621,138.4897028,71.69932838,58.39945297,6.701937222,35.74066521,7.521929541,7.915925851,97.68408498,4.726955722,191.7432039,271.8404536,56.3994717,289.9972836,0.885991701,0.1,9.339912512,0.1
PU1_3100_3690,A24001,6.444807958,87.78638415,3.49989571,0.1,8109.037368,15.60553499,81.90955927,14.82755817,70.09791123,239.9308506,28.29915674,47.59858166,9.318722322,61.92115488,10.45868835,11.00667202,169.2359571,6.572804144,332.1911014,470.9589664,26.39921336,252.9924614,1.533954291,0.1,10.19969607,0.1
PU1_3580_3780,A24001,9.203692325,122.2459134,0.1,5.999799429,12739.90911,44.45051404,128.6856981,42.23658805,97.61473678,334.1108308,0.1,0.1,26.54311268,86.2261175,29.79200407,31.35295188,235.6651218,18.72237412,462.585536,655.8240761,0.1,0.1,2.135928597,0.1,242.9918769,2631.892017
PU2_3180_3370,A24001,0.679713424,9.34206126,0.019991571,0.1,1245.209003,1.005576035,12.57769707,0.955597107,7.459854824,25.53223526,0.1,1.129523777,0.599747138,6.589221894,0.673715952,0.708701202,18.00940699,0.423821311,35.3510955,50.11687005,0.1,6.55723538,0.162931306,0.1,0.1,0.1
PU2_3370_4020,A24001,20.02585709,274.9720378,0.1,34.69975238,36266.78019,32.69176671,366.3313858,31.06477832,219.5664331,751.526637,111.5992036,66.69952402,19.52186069,193.9516159,21.91084364,23.05983544,530.0902172,13.76990174,1040.510575,1475.166473,70.79949476,381.997274,4.804965711,0.1,87.79937345,0.1
PU4_3780_3930,A24001,5.717799658,75.87234156,0.1,0.1,8870.646187,28.12101469,89.60286046,26.72006377,60.58387724,207.3667342,188.993378,86.59696578,16.79141166,53.51612488,18.84733962,19.83430504,146.2658751,11.84458499,287.1049403,407.0367381,120.295785,436.9846888,1.325953541,0.1,255.9910305,0.1
PU4_3890_3990,A24001,0.228841768,2.832041798,0.1,0.1,56.65382697,2.593206939,0.572604076,2.464296074,2.26143634,7.742646382,0.1,0.1,1.547929691,1.998618065,1.737798407,1.828735529,5.461223862,1.092244772,10.71958799,15.19749176,0.1,0.1,0.049965452,0.1,55.06192768,842.3275764
PU4_3990_3780,A24001,0.227853248,2.62031235,0.1,0.1,64.00477681,4.001422826,0.646583559,3.801551556,2.092652197,7.162386962,0.1,0.1,2.389461033,1.848809248,2.682272444,2.822182333,5.051746351,1.684914807,9.915613707,14.05894514,0.1,0.1,0.045970392,0.1,50.46749569,911.3230494
PU5_3930_4170,A24001,8.61685583,118.3950191,0.1,0.1,21110.4198,13.5557732,213.2364323,12.88078449,94.53841827,323.5845861,9.189846243,48.2991919,8.094864564,83.50960279,9.085847984,9.56184002,228.2401813,5.709904467,448.0115043,635.161373,8.379859795,270.9954659,2.068965384,0.1,245.9958842,0.1
PU5_4170_4020,A24001,0.571730008,7.925257408,0.1,0.1,947.3646203,0.418802226,9.569480946,0.397812139,6.328011685,21.65877195,0.1,0.059971679,0.249881997,5.589360502,0.280867364,0.295860284,15.27778528,0.176916454,29.98783866,42.51492292,0.1,0.829608229,0.13893439,0.1,180.9145656,0.1
PU6_3870_3690,A24001,0.482986939,6.510823929,0.069998107,0.1,9743.181517,1.613956354,98.41633854,1.532958544,5.199859381,17.79551876,0.489986749,3.349909409,0.963973931,4.592875796,1.08197074,1.138969199,12.55166057,0.679981611,24.63833371,34.92905542,0.399989183,17.79951865,0.112996944,0.1,1115.969821,0.1
PU6_4020_3870,A24001,0.881968716,12.17956798,0.119995744,0.1,7924.436915,0.910967687,80.04516075,0.865969284,9.726654989,33.28981919,0.219992197,4.999822653,0.543980705,8.591695247,0.609978364,0.642977193,23.48116711,0.38398638,46.09136511,65.34368222,0.229991842,25.89908134,0.21199248,0.1,217.9922677,0.1
WL0_4390_0000,A24003,0.067998644,0.214995714,25.99948169,0.1,5100.794313,1.826963579,51.52297286,6.282874748,1.567968742,1.244975181,414.9917269,565.9887167,4.395912365,0.14999701,4.376912744,1.271974643,0.867982696,3.062938939,1.468970715,2.107957977,358.9928433,3460.931005,0.00399992,0.008999821,24.19951757,0.1
WL0_4391_0000,A24003,0.226989153,0.492976442,3.099851864,0.1,3011.181102,6.366695748,30.4155465,21.90395325,3.591828353,2.853863619,48.69767283,117.9943613,15.32726754,0.342983609,15.25927079,4.435788022,1.987905002,10.67748974,3.364839201,4.829769195,44.29788309,741.964543,0.007999618,0.029998566,95.79542212,0.1
WL0_4392_0000,A24003,0.35699099,0.943976175,25.9993438,0.1,3744.854483,9.821752107,37.82704527,33.79114714,6.881826308,5.467861995,250.9936651,510.9871031,23.64440323,0.657983393,23.54040586,6.842827292,3.808903866,16.47158427,6.446837287,9.253766442,248.9937156,2908.926581,0.015999596,0.045998839,47.59879864,0.1
WL0_4393_0000,A24003,0.066934036,0.439566801,0.039960618,0.1,128.7151496,1.557465098,1.29971911,5.360716944,3.205840603,2.547489416,1.678345968,4.016042138,3.750304027,0.306697745,3.734319779,1.085929802,1.774251452,2.613424436,3.00403948,4.310751698,1.658365659,26.8735158,0.006993108,0.008991139,4.885185586,0.1
