landseg,SORGN,UORGN,LROGN,AORGN
A42009,     0.000,    75.250,    17.497,     9.138
A42011,     0.000,    72.733,    14.754,     6.871
A42013,     0.000,    76.104,    28.295,    10.602
A42015,     0.000,    73.241,    14.022,     9.890
A42021,     0.000,    45.949,     9.721,     5.330
A42023,     0.000,   110.636,    10.996,     5.364
A42025,     0.000,    43.873,     0.000,    12.993
A42027,     0.000,    33.316,    45.885,    10.443
A42029,     0.000,    65.397,    31.448,    11.182
A42033,     0.000,    42.770,    18.121,     5.572
A42035,     0.000,    58.940,    25.875,     7.207
A42037,     0.000,    56.660,    16.499,     7.207
A42041,     0.000,    57.968,    23.446,     9.128
A42043,     0.000,    55.102,    25.054,     8.469
A42047,     0.000,    59.958,     7.389,     5.148
A42055,     0.000,    32.123,    47.518,    14.818
A42057,     0.000,    66.386,     7.796,     7.934
A42061,     0.000,    74.069,    15.335,     9.324
A42063,     0.000,    52.462,    14.036,     5.296
A42065,     0.000,    54.846,     6.770,     5.776
A42067,     0.000,    39.184,    27.938,    10.978
A42069,     0.000,    50.092,    27.235,    21.250
A42071,     0.000,    35.167,    66.983,    19.541
A42075,     0.000,    29.062,    63.723,    18.536
A42079,     0.000,    43.435,    17.221,    12.490
A42081,     0.000,    51.173,    15.108,     9.475
A42083,     0.000,    81.173,     9.125,     5.202
A42087,     0.000,    80.401,    17.364,     8.701
A42093,     0.000,    60.109,    17.683,     6.669
A42097,     0.000,    19.534,    46.769,    13.464
A42099,     0.000,    58.834,    15.257,     8.331
A42105,     0.000,    68.200,    17.896,     5.911
A42107,     0.000,    51.874,    17.888,     7.040
A42109,     0.000,    55.551,    16.176,     8.574
A42111,     0.000,    63.861,    13.276,     7.013
A42113,     0.000,    80.703,     6.724,    14.991
A42115,     0.000,    92.608,    10.170,    13.865
A42117,     0.000,    63.715,    18.313,    10.481
A42119,     0.000,    71.166,    15.640,     6.696
A42127,     0.000,   104.097,     9.615,    14.517
A42131,     0.000,    63.644,    13.316,    12.735
A42133,     0.000,    60.800,    25.456,     8.718
A51001,     0.000,    43.792,    10.177,     5.264
A51003,     0.000,    46.466,    30.990,     7.334
A51005,     0.473,    51.434,    30.162,    13.711
A51007,     0.000,    55.370,    17.631,     4.786
A51009,     0.000,    37.520,    44.009,    10.690
A51011,     0.000,    25.926,    22.779,     8.758
A51013,     0.000,    51.434,    15.815,     4.792
A51015,     0.000,    29.515,    50.096,    18.196
A51017,     0.000,    48.872,    24.602,    10.472
A51019,     0.000,    70.375,    10.961,    25.698
A51023,     0.000,    62.311,    17.454,    10.846
A51029,     0.000,    28.671,    20.641,     9.511
A51031,     0.000,    24.349,    21.107,     7.313
A51033,     0.000,    29.275,    30.598,     7.480
A51036,     0.000,    59.023,    18.083,     7.953
A51041,     0.000,    22.850,    26.283,     7.182
A51043,     0.000,    53.468,    24.989,    10.260
A51045,     0.000,    36.997,    26.284,    14.163
A51047,     0.000,    25.617,    44.321,    11.828
A51049,     0.000,    61.199,    18.543,    13.288
A51053,     0.000,    20.071,    21.829,     3.724
A51057,     0.000,    33.339,    33.598,     9.287
A51059,     0.000,    70.188,    23.441,    11.017
A51061,     0.000,    68.822,    14.831,     6.567
A51065,     0.000,     0.008,    44.149,    11.036
A51069,     0.000,    43.365,    17.227,     8.520
A51071,     0.419,    37.217,    28.341,    15.422
A51073,     0.000,    43.017,    12.004,     5.283
A51075,     0.000,    48.616,    21.507,     6.578
A51079,     0.000,    97.233,     0.652,    22.989
A51085,     0.000,    43.144,    23.498,     6.033
A51087,     0.000,    39.864,    18.610,     7.294
A51091,     0.000,    62.152,    32.637,    13.428
A51093,     0.000,     0.000,    53.065,    12.092
A51095,     0.000,    51.412,    11.570,     6.613
A51097,     0.000,    25.019,    36.913,     9.189
A51099,     0.000,    46.754,    17.642,     7.292
A51101,     0.000,    34.335,    33.214,     8.821
A51103,     0.000,    45.279,    15.715,     5.472
A51107,     0.000,    39.239,    23.043,     6.849
A51109,     0.000,    70.418,    12.844,     7.257
A51113,     0.000,    27.625,    56.123,    21.110
A51115,     0.000,    27.414,    13.897,     5.023
A51119,     0.000,    48.452,    13.420,     6.730
A51121,     0.000,    50.164,    32.352,    16.842
A51125,     0.000,    35.100,    26.510,     7.830
A51127,     0.000,    42.365,    16.593,     7.003
A51131,     0.000,    25.252,    13.024,     6.704
A51133,     0.000,    51.530,    16.132,     6.001
A51135,     0.000,    18.838,    36.593,    14.588
A51137,     0.000,    40.540,    43.052,    12.084
A51139,     0.000,    32.606,    43.407,    32.525
A51145,     0.000,    77.649,    14.739,     6.482
A51147,     0.000,    43.387,    19.706,     9.646
A51149,     0.000,    29.971,    26.183,     9.170
A51153,     0.000,    55.327,    15.638,     7.810
A51157,     0.000,    66.460,    22.377,     6.476
A51159,     0.000,    40.397,    23.473,     6.437
A51161,     0.000,    57.745,    19.197,    10.650
A51163,     0.000,    42.710,    31.909,    11.880
A51165,     0.000,    35.373,    62.926,    33.478
A51171,     0.000,    42.382,    33.502,    13.651
A51177,     0.000,    51.253,    16.933,     5.647
A51179,     0.000,    56.722,    17.599,     6.187
A51181,     0.000,    24.885,    27.160,     9.819
A51187,     0.000,    37.465,    27.140,    11.534
A51193,     0.000,    43.516,    23.132,     6.376
A51199,     0.000,    20.008,    15.969,     6.487
A51510,     0.000,     0.000,    57.432,     8.191
A51530,     0.000,    27.721,    42.872,    12.355
A51540,     0.000,    27.913,    26.398,     5.773
A51550,     0.000,    41.818,    20.692,     4.831
A51570,     0.000,    22.018,    17.708,     4.128
A51580,     0.000,    34.956,    31.852,    11.726
A51600,     0.000,    47.115,    20.047,     7.664
A51610,     0.000,     3.008,    57.922,     8.262
A51630,     0.000,    15.212,    40.457,     7.215
A51650,     0.000,    25.907,    20.171,     5.722
A51660,     0.000,     0.000,    66.590,    21.262
A51670,     0.000,    13.811,    37.888,     9.499
A51678,     0.000,    12.146,    43.810,    10.677
A51680,     0.000,    28.110,    36.811,     5.678
A51683,     0.000,    50.924,    13.780,     6.032
A51685,     0.000,    50.958,    15.683,     5.200
A51700,     0.000,    20.662,    27.710,     8.069
A51710,     0.000,    29.740,    19.209,     5.094
A51730,     0.000,     1.624,    30.696,     8.301
A51735,     0.000,     9.109,    30.446,    15.474
A51740,     0.000,    29.360,    21.632,     6.325
A51760,     0.000,    19.152,    23.859,     8.062
A51790,     0.000,     2.022,    34.858,    10.362
A51800,     0.000,    38.137,    18.317,     6.604
A51810,     0.000,    47.148,    20.107,     6.363
A51820,     0.000,    24.103,    39.058,    13.148
A51830,     0.000,    18.674,    27.168,     9.036
A51840,     0.000,     8.898,    33.238,    11.396
A54003,     0.000,    12.378,    42.387,    15.731
A54023,     0.000,    93.520,     9.408,    10.153
A54027,     0.000,    20.683,    39.609,    17.580
A54031,     0.000,    78.403,    27.662,    13.700
A54037,     0.000,    28.107,    42.563,    14.218
A54057,     0.000,    49.314,    25.970,    12.864
A54063,     0.000,    64.706,    16.401,    14.639
A54065,     0.000,    41.930,    12.546,    12.106
A54071,     0.000,    71.374,    29.175,    14.297
A54077,     0.000,    94.817,     1.702,     6.648
A54093,     0.000,    93.842,     0.000,     7.904
B24001,     0.000,    61.894,    16.525,    12.010
B24021,     0.000,    48.092,    26.476,     8.290
B42001,     0.000,    69.141,    13.623,     4.608
B42009,     0.000,    82.089,    11.198,     8.266
B42015,     0.000,    76.665,    11.608,     9.262
B42027,     0.000,    46.919,    33.244,     8.157
B42035,     0.000,    56.545,    29.240,     8.128
B42041,     0.000,    11.229,    58.475,    16.709
B42043,     0.000,    65.936,    18.043,     7.019
B42055,     0.000,    60.417,    24.366,     9.867
B42079,     0.000,    50.824,     6.967,    10.802
B42081,     0.000,    43.046,    25.328,    10.453
B42119,     0.000,    59.762,    26.904,     8.159
B42131,     0.000,    75.055,     5.733,    11.185
B51003,     0.000,    62.278,    23.591,     6.169
B51009,     0.000,    59.899,    23.125,     7.281
B51015,     0.000,    62.773,    21.673,    10.966
B51017,     0.000,    45.214,    24.844,    12.045
B51019,     0.000,    69.512,     8.812,    26.237
B51023,     0.000,    58.069,    22.293,    11.172
B51061,     0.000,    53.543,    28.862,     7.735
B51079,     0.000,    91.180,    16.352,    18.056
B51091,     0.000,    55.732,    50.182,    18.200
B51113,     0.000,    71.761,    32.188,    10.175
B51125,     0.000,    56.621,    11.655,     5.671
B51139,     0.000,    25.944,    47.545,    28.935
B51157,     0.000,    75.861,    15.193,     5.958
B51163,     0.000,    42.389,    35.370,    11.183
B51165,     0.000,    95.590,    23.032,    15.407
B51171,     0.000,    66.196,    12.265,    10.455
B51187,     0.000,    44.672,    22.112,    10.159
B54023,     0.000,    34.290,    44.966,    26.733
B54031,     0.000,    45.918,    47.964,    19.294
B54057,     0.000,    23.211,    35.408,    28.803
B54071,     0.000,    31.023,    57.207,    21.712
C42009,     0.000,    84.002,    13.522,     8.080
C51015,     0.000,    69.718,    13.978,     9.881
C51165,     0.000,    74.325,    43.349,    22.648
end
