Year,Month,(kg/mo),+/- (kg/mo),+/- Pct
1998,7,"4,449,246","1,276,113",29
1998,8,"1,518,631","394,171",26
1998,9,"447,596","115,805",26
1998,10,"525,441","146,225",28
1998,11,"281,669","77,922",28
1998,12,"225,882","66,955",30
1999,1,"11,071,527","4,703,806",42
1999,2,"2,619,697","708,060",27
1999,3,"47,924,308","16,905,338",35
1999,4,"29,372,256","9,661,100",33
1999,5,"4,604,687","1,240,691",27
1999,6,"604,255","166,485",28
1999,7,"165,999","54,675",33
1999,8,"247,705","82,692",33
1999,9,"6,659,351","2,357,633",35
1999,10,"13,210,782","5,065,504",38
1999,11,"1,580,847","437,245",28
1999,12,"10,157,229","3,550,924",35
2000,1,"1,337,461","315,908",24
2000,2,"40,908,802","19,226,171",47
2000,3,"54,460,916","19,725,290",36
2000,4,"45,260,151","14,466,686",32
2000,5,"9,034,925","2,304,363",26
2000,6,"12,774,019","3,306,782",26
2000,7,"3,664,361","874,436",24
2000,8,"13,956,350","5,698,083",41
2000,9,"9,038,893","3,031,832",34
2000,10,"2,793,833","914,404",33
2000,11,"741,714","176,034",24
2000,12,"5,684,084","2,402,468",42
2001,1,"2,820,964","796,252",28
2001,2,"10,757,018","3,374,726",31
2001,3,"74,127,858","32,526,903",44
2001,4,"74,425,172","21,008,454",28
2001,5,"15,197,765","4,864,755",32
2001,6,"25,772,280","8,183,216",32
2001,7,"3,395,185","883,524",26
2001,8,"9,078,600","2,737,335",30
2001,9,"1,608,062","758,373",47
2001,10,"349,965","81,609",23
2001,11,"220,664","58,692",27
2001,12,"296,223","69,778",24
2002,1,"283,277","71,168",25
2002,2,"280,096","70,304",25
2002,3,"8,075,740","3,313,766",41
2002,4,"41,482,270","18,892,132",46
2002,5,"47,309,691","14,068,235",30
2002,6,"3,232,541","826,807",26
2002,7,"879,591","312,650",36
2002,8,"632,677","200,135",32
2002,9,"467,204","160,135",34
2002,10,"4,340,457","1,289,895",30
2002,11,"34,388,619","9,760,726",28
2002,12,"50,446,908","17,968,269",36
2003,1,"131,226,305","68,955,119",53
2003,2,"126,628,778","69,817,608",55
2003,3,"437,535,571","147,919,265",34
2003,4,"194,834,983","70,170,091",36
2003,5,"382,021,755","123,932,665",32
2003,6,"657,118,001","187,904,166",29
2003,7,"27,371,048","6,829,583",25
2003,8,"13,157,424","3,490,174",27
2003,9,"1,282,380,585","668,917,093",52
2003,10,"25,180,834","7,199,492",29
2003,11,"136,574,639","61,540,071",45
2003,12,"338,934,402","184,335,142",54
2004,1,"10,410,687","2,821,111",27
2004,2,"69,652,524","24,852,535",36
2004,3,"40,451,363","11,018,551",27
2004,4,"233,323,519","92,586,294",40
2004,5,"37,831,168","9,592,774",25
2004,6,"26,270,278","7,743,877",29
2004,7,"4,375,950","1,110,640",25
2004,8,"5,206,838","2,048,498",39
2004,9,"366,465,859","197,423,460",54
2004,10,"54,169,286","36,650,962",68
2004,11,"13,361,175","4,471,731",33
2004,12,"42,159,591","14,604,843",35
