YEAR,Month,(kg/mo),+/- (kg/mo),+/- Pct
1989,12,"7,829,835","946,705",12
1990,1,"43,999,233","6,015,534",14
1990,2,"125,663,260","12,476,833",10
1990,3,"28,795,047","2,735,251",9
1990,4,"62,040,942","6,249,094",10
1990,5,"83,291,267","8,531,684",10
1990,6,"26,601,851","2,901,752",11
1990,7,"32,572,931","3,997,231",12
1990,8,"18,873,651","1,861,117",10
1990,9,"11,960,848","1,146,607",10
1990,10,"215,883,566","31,168,822",14
1990,11,"65,539,957","8,050,686",12
1990,12,"146,269,979","16,526,041",11
1991,1,"120,871,160","15,725,598",13
1991,2,"46,176,029","4,769,751",10
1991,3,"120,858,554","15,201,886",13
1991,4,"63,752,184","6,842,356",11
1991,5,"26,027,593","2,612,806",10
1991,6,"4,218,839","434,761",10
1991,7,"3,160,721","332,053",11
1991,8,"3,234,828","347,089",11
1991,9,"2,854,693","327,701",11
1991,10,"3,137,024","342,647",11
1991,11,"6,725,485","961,996",14
1991,12,"18,066,870","1,833,567",10
1992,1,"15,046,914","1,647,005",11
1992,2,"10,958,998","1,385,465",13
1992,3,"91,814,499","13,379,793",15
1992,4,"81,656,540","8,714,169",11
1992,5,"24,559,553","2,686,860",11
1992,6,"18,998,444","2,369,479",12
1992,7,"16,404,914","1,937,533",12
1992,8,"17,901,925","2,252,765",13
1992,9,"15,179,907","1,711,715",11
1992,10,"14,495,475","1,524,843",11
1992,11,"67,104,564","8,083,645",12
1992,12,"47,761,883","5,280,928",11
1993,1,"97,043,201","13,306,945",14
1993,2,"8,710,989","1,149,524",13
1993,3,"389,257,691","93,918,411",24
1993,4,"2,227,569,510","310,875,111",14
1993,5,"61,273,244","9,305,688",15
1993,6,"7,380,149","840,487",11
1993,7,"4,563,752","555,912",12
1993,8,"4,010,309","481,731",12
1993,9,"5,862,319","688,808",12
1993,10,"8,286,069","952,109",11
1993,11,"121,539,160","33,660,090",28
1993,12,"148,179,077","22,225,134",15
1994,1,"10,193,307","1,432,829",14
1994,2,"77,047,486","14,792,212",19
1994,3,"937,446,766","157,524,008",17
1994,4,"606,998,609","75,856,546",12
1994,5,"30,628,284","3,756,286",12
1994,6,"20,210,468","2,871,118",14
1994,7,"18,207,085","2,230,205",12
1994,8,"142,880,914","31,833,103",22
1994,9,"16,148,698","2,311,729",14
1994,10,"10,432,463","1,352,643",13
1994,11,"22,502,413","4,087,204",18
1994,12,"80,129,957","10,784,212",13
1995,1,"137,469,606","24,051,051",17
1995,2,"13,062,859","1,860,617",14
1995,3,"44,654,933","5,836,780",13
1995,4,"25,041,389","3,369,163",13
1995,5,"14,194,688","1,773,963",12
1995,6,"12,748,860","1,627,775",13
1995,7,"10,110,357","1,279,844",13
1995,8,"3,946,432","531,346",13
1995,9,"2,539,889","414,618",16
1995,10,"44,483,500","9,842,358",22
1995,11,"62,121,592","9,513,587",15
1995,12,"26,969,475","3,649,061",14
1996,1,"2,144,646,491","625,915,555",29
1996,2,"136,770,242","23,735,228",17
1996,3,"113,506,987","16,756,195",15
1996,4,"127,483,019","20,929,818",16
1996,5,"208,177,189","36,049,850",17
1996,6,"22,764,717","3,150,656",14
1996,7,"23,295,386","3,209,884",14
1996,8,"12,122,267","1,620,455",13
1996,9,"59,886,527","9,862,827",16
1996,10,"174,763,880","40,253,316",23
1996,11,"300,590,330","76,783,080",26
1996,12,"551,436,229","96,940,137",18
1997,1,"24,548,985","3,280,580",13
1997,2,"47,832,060","7,710,630",16
1997,3,"104,657,612","13,317,274",13
1997,4,"38,383,549","5,471,296",14
1997,5,"24,616,468","3,316,224",13
1997,6,"19,774,228","2,928,316",15
1997,7,"5,709,576","754,772",13
1997,8,"5,463,886","735,565",13
1997,9,"5,672,782","750,036",13
1997,10,"4,564,181","597,180",13
1997,11,"58,374,515","9,849,171",17
1997,12,"26,058,426","3,406,685",13
1998,1,"479,465,677","118,142,215",25
1998,2,"142,345,236","22,641,457",16
1998,3,"219,646,956","30,437,041",14
1998,4,"132,483,765","19,435,186",15
1998,5,"183,293,922","37,629,982",21
1998,6,"18,338,643","2,453,914",13
1998,7,"17,371,550","2,467,763",14
1998,8,"5,039,096","644,669",13
1998,9,"3,498,904","476,891",14
1998,10,"4,932,432","652,847",13
1998,11,"2,813,743","412,709",15
1998,12,"3,133,300","472,951",15
1999,1,"142,678,046","35,962,040",25
1999,2,"27,665,431","3,671,752",13
1999,3,"49,700,422","6,537,623",13
1999,4,"55,521,840","6,922,113",12
1999,5,"10,708,553","1,407,746",13
1999,6,"3,673,367","509,989",14
1999,7,"3,157,169","455,179",14
1999,8,"3,465,220","483,234",14
1999,9,"19,132,166","3,129,732",16
1999,10,"13,890,305","1,930,976",14
1999,11,"10,949,080","2,257,262",21
1999,12,"24,250,510","3,317,225",14
2000,1,"10,724,707","1,518,463",14
2000,2,"58,740,981","17,959,288",31
2000,3,"152,036,166","27,755,320",18
2000,4,"131,017,479","17,836,553",14
2000,5,"58,493,355","8,851,839",15
2000,6,"36,937,678","4,992,295",14
2000,7,"9,254,056","1,199,779",13
2000,8,"8,403,463","1,126,083",13
2000,9,"5,613,099","754,496",13
2000,10,"6,040,081","848,429",14
2000,11,"4,493,932","602,929",13
2000,12,"22,425,931","4,521,114",20
2001,1,"5,131,093","672,840",13
2001,2,"16,576,660","2,250,103",14
2001,3,"39,588,404","5,703,697",14
2001,4,"113,790,169","16,188,551",14
2001,5,"9,043,568","1,152,343",13
2001,6,"16,595,306","2,896,111",17
2001,7,"5,703,319","737,225",13
2001,8,"3,141,926","423,693",13
2001,9,"4,101,143","609,439",15
2001,10,"3,780,193","526,737",14
2001,11,"2,715,662","384,753",14
2001,12,"13,229,694","2,090,730",16
2002,1,"5,300,365","756,220",14
2002,2,"26,017,456","3,817,868",15
2002,3,"43,783,549","9,994,159",23
2002,4,"36,304,717","5,092,149",14
2002,5,"184,032,592","33,320,734",18
2002,6,"54,602,834","9,229,832",17
2002,7,"6,072,023","933,520",15
2002,8,"2,680,350","395,890",15
2002,9,"2,937,725","493,155",17
2002,10,"14,637,315","2,189,610",15
2002,11,"20,739,451","2,954,536",14
2002,12,"26,589,356","3,768,735",14
2003,1,"46,012,050","9,500,189",21
2003,2,"10,951,855","1,780,522",16
2003,3,"350,335,010","72,221,193",21
2003,4,"99,584,764","14,541,861",15
2003,5,"35,448,173","4,758,778",13
2003,6,"169,664,268","27,005,194",16
2003,7,"19,604,914","3,075,847",16
2003,8,"46,405,593","7,621,254",16
2003,9,"67,353,829","11,659,350",17
2003,10,"50,939,591","9,966,811",20
2003,11,"115,696,296","22,790,051",20
2003,12,"183,665,810","36,267,647",20
2004,1,"66,863,539","14,410,083",22
2004,2,"9,690,883","1,537,534",16
2004,3,"165,635,795","33,618,715",20
2004,4,"113,036,958","19,232,957",17
2004,5,"69,908,629","10,366,304",15
2004,6,"19,862,770","3,154,008",16
2004,7,"59,912,114","16,703,126",28
2004,8,"68,988,555","13,963,734",20
2004,9,"2,014,940,777","723,747,248",36
2004,10,"36,162,770","6,680,565",18
2004,11,"50,498,992","12,894,001",26
2004,12,"215,702,062","40,745,356",19
