riverseg, landseg, area (acres) ***
WL0_4602_0000,A24003,8721.73
WL0_4603_0000,A24003,11367.37
WL0_4770_0000,A24003,7588.81
WL0_4771_0000,A24003,7970.31
WL0_4772_0000,A24003,6600.32
WL0_4772_0000,A24009,14794.11
WL0_4920_0000,A24009,6204.21
WL0_4921_0000,A24009,7949.22
WL0_4922_0000,A24009,3652.57
WL0_4923_0000,A24009,2139.4
WL0_4924_0000,A24037,3190.11
WL0_4925_0000,A24009,2363.69
WL0_5880_0000,A24037,6995.36
WL0_5881_0000,A24037,1853.88
WM0_3650_0001,A24005,25708.56
WM0_3650_0001,A24510,11574.08
WM0_3740_0001,A24005,7623.87
WM0_3740_0001,A24510,11581.15
WM0_3741_0000,A24005,6039.68
WM0_3741_0000,A24510,185.81
WM0_3742_0000,A24005,7761.27
WM0_3743_0000,A24005,571.79
WM0_3744_0000,A24005,206.19
WM0_3745_0000,A24005,1063.85
WM0_3881_3880,A24005,17664.52
WM0_3881_3880,A24013,87135.72
WM0_3960_0000,A24510,9448.23
WM0_3961_0000,A24003,21527.08
WM0_3961_0000,A24510,2014.05
WM0_3962_0000,A24003,8770.8
WM0_3962_0000,A24510,547.45
WM0_3963_0000,A24003,5654.22
WM0_3964_0000,A24005,10195.83
WM0_3964_0000,A24510,1494.75
WM0_3965_0000,A24005,971.63
WM0_3966_0000,A24003,172.21
WM1_3660_3910,A24005,20835.16
WM1_3882_3880,A24013,38697.23
WM1_3882_3880,A24027,16211.6
WM1_3910_0001,A24005,6924.23
WM1_3910_0001,A24510,13839.4
WM3_3880_4060,A24005,16857.24
WM3_3880_4060,A24013,544.02
WM3_3880_4060,A24027,5225.21
WM3_4060_0001,A24003,15185.62
WM3_4060_0001,A24005,17602.57
WM3_4060_0001,A24510,1349.02
WM3_4060_0001,A24027,19109.4
WU0_3021_3020,A24005,25570.75
WU0_3021_3020,A24013,20985.82
WU0_3021_3020,A42133,4500.3
WU0_3160_0000,A24025,9302.59
WU0_3161_0000,A24025,15915.78
WU0_3162_0000,A24025,6663.25
WU0_3163_0000,A24025,3172.65
WU0_3164_0000,A24025,6042.3
WU0_3250_0001,A24025,14582.6
WU0_3251_0000,A24025,5523.01
WU0_3252_0000,A24025,4739.77
WU0_3253_0000,A24025,18217.3
WU0_3254_0000,A24025,2474.33
WU0_3255_0000,A24025,1448.91
WU0_3540_0000,A24005,4549.35
WU0_3540_0000,A24025,8011.42
WU0_3541_0000,A24005,1384.13
WU0_3542_0000,A24005,118
WU0_3670_0001,A24005,10246.73
WU0_3671_0000,A24005,6293.4
WU0_3820_0000,A24005,6035.5
WU0_3821_0000,A24005,649.21
WU1_3240_3331,A24025,22395.82
WU1_3330_0001,A24025,8468.44
WU1_3331_3330,A24025,6679.26
WU1_3350_3490,A24005,37784.37
WU1_3350_3490,A24013,554.61
WU1_3482_0001,A24005,17228.28
WU1_3482_0001,A24025,20108.41
WU1_3490_3480,A24005,16457.76
WU2_3020_3320,A24005,47503.33
WU2_3020_3320,A24025,840.47
WU2_3020_3320,A42133,2655.31
WU2_3320_3480,A24005,17874.99
WU3_3480_3481,A24005,19943.06
WU3_3481_0001,A24005,29240.05
XL0_4953_0000,A24037,7416
XL0_4954_0000,A24009,6318.6
XL0_4955_0000,A24037,5171.96
XL0_4956_0000,A24037,4670.35
XL0_5320_0001,A24009,5940.25
XL0_5340_0000,A24017,18101.87
XL0_5340_0000,A24033,5791.56
XL0_5340_0000,A24037,17364.31
XL0_5341_0000,A24009,3192.58
XL0_5342_0000,A24009,6520.85
XL0_5343_0000,A24009,3819.62
XL0_5344_0000,A24037,4070.8
XL0_5345_0000,A24009,4966.76
XL0_5346_0000,A24009,5398.13
XL0_5347_0000,A24037,8032.34
XL0_5348_0000,A24009,19018.51
XL0_5349_0000,A24037,1052.7
XL0_5350_0000,A24009,11429.67
XL1_4690_0001,A24033,59552.75
XL1_4691_0000,A24033,11873.86
XL3_4710_0000,A24003,12204.04
XL3_4710_0000,A24033,7342.62
XL3_4711_0000,A24003,9487.23
XL3_4711_0000,A24033,4421.32
XL3_4712_0000,A24003,4788.93
XL3_4712_0000,A24033,1907.79
XL3_4713_0000,A24003,12229.18
XL3_4713_0000,A24009,5737.69
XL3_4713_0000,A24033,17280.07
XL3_4950_0000,A24003,3223.46
XL3_4950_0000,A24009,18406.57
XL3_4950_0000,A24033,14447.04
XL3_4951_0000,A24009,7997.38
XL3_4951_0000,A24033,8973.63
XL3_4952_0000,A24009,2070.45
XL3_4952_0000,A24033,1892.46
XU0_4090_4270,A24027,25291.21
XU0_4091_4270,A24027,37075.76
XU0_4130_4070,A24027,11314.97
XU0_4130_4070,A24031,10803.95
XU2_4070_4330,A24027,25686.88
XU2_4070_4330,A24031,2721.8
XU2_4270_4650,A24003,28233.58
XU2_4270_4650,A24027,12695.33
XU2_4330_4480,A24027,7984.47
XU2_4330_4480,A24031,25728.48
XU2_4330_4480,A24033,563.89
XU2_4480_4650,A24003,7079.56
XU2_4480_4650,A24027,1677.54
XU2_4480_4650,A24033,22038.22
XU3_4650_0001,A24003,2889.25
XU3_4650_0001,A24033,3152.68
YL0_6581_0000,A51073,19485.04
YL0_6581_0000,A51115,3753.4
YL0_6581_0000,A51119,18962.71
YL0_6870_0000,A51115,12460.65
YL0_6871_0000,A51115,11405.44
YL0_6872_0000,A51073,9102.51
YL0_6872_0000,A51115,27169.07
YL0_6929_0000,A51199,230.94
YL0_6930_0000,A51073,32824.63
YL0_6930_0000,A51095,20940.01
YL0_6930_0000,A51097,21350.12
YL0_6930_0000,A51127,9100.21
YL0_6930_0000,A51830,1367.39
YL0_6930_0000,A51199,22976.97
YL0_6931_0000,A51199,15933.17
YL0_6932_0000,A51073,16044.08
YL0_7010_0000,A51073,39375.18
YL0_7230_0000,A51073,17736.01
YL0_7370_0000,A51650,22878.93
YL0_7370_0000,A51700,5307.33
YL0_7370_0000,A51735,9839.12
YL0_7370_0000,A51199,21673.39
YL0_7371_0000,A51650,1349.12
YL0_7372_0000,A51650,19.16
YL2_6580_0001,A51057,18507.48
YL2_6580_0001,A51073,5680.72
YL2_6580_0001,A51097,46217.84
YL2_6580_0001,A51119,19253.83
YM0_6621_0000,A51097,35803.31
YM0_6621_0000,A51101,12221.68
YM0_6622_0000,A51097,40962.11
YM0_6622_0000,A51101,19092.71
YM0_6623_0000,A51097,12605.34
YM0_6623_0000,A51101,5202.85
YM1_6370_6620,A51033,75091.71
YM1_6370_6620,A51097,12652.63
YM2_6120_6430,A51033,35145.1
YM2_6120_6430,A51137,3234.2
YM2_6120_6430,A51177,126275.21
YM3_6430_6620,A51033,118209.84
YM3_6430_6620,A51101,3367.03
YM3_6430_6620,A51177,8111.49
YM4_6620_0001,A51033,6363.72
YM4_6620_0001,A51097,32339.25
YM4_6620_0001,A51101,30420.75
YP0_6781_0000,A51101,24316.63
YP0_6781_0000,A51127,10171.22
YP0_6782_0000,A51101,9774.3
YP0_6782_0000,A51127,14981.8
YP0_6783_0000,A51097,651.25
YP0_6783_0000,A51101,1045.81
YP0_6783_0000,A51127,3653.82
YP0_6840_0001,A51085,3153.22
YP0_6860_6840,A51085,16207.79
YP1_6570_6680,A51085,31173.08
YP1_6570_6680,A51109,37102.97
YP1_6680_6670,A51085,7419.2
YP2_6390_6330,A51109,95358.78
YP2_6390_6330,A51137,85305.7
YP2_6390_6330,A51177,37984.98
YP3_6330_6700,A51033,22301.55
YP3_6330_6700,A51085,20109.25
YP3_6330_6700,A51109,3947.19
YP3_6330_6700,A51177,31432.7
YP3_6470_6690,A51003,6413.93
YP3_6470_6690,A51065,380.26
YP3_6470_6690,A51075,6766.45
YP3_6470_6690,A51085,57545.34
YP3_6470_6690,A51109,177729.14
YP3_6470_6690,A51137,3921.05
YP3_6670_6720,A51033,4853.5
YP3_6670_6720,A51085,1144.9
YP3_6690_6720,A51085,44921.19
YP3_6690_6720,A51109,855.14
YP3_6700_6670,A51033,259.18
YP3_6700_6670,A51085,2260.96
YP4_6720_6750,A51033,6161.69
YP4_6720_6750,A51085,18402.32
YP4_6720_6750,A51101,758.21
YP4_6750_0001,A51033,866.53
YP4_6750_0001,A51085,23289.57
YP4_6750_0001,A51101,20762.38
YP5_6780_0000,A51085,30137.97
YP5_6780_0000,A51101,49799.11
YP5_6780_0000,A51127,23300.09
********** point source only segs,,
WM0_3742_0000,A24027,0
WM0_3961_0000,A24027,0
PL0_5390_0000,A24031,0
PL7_4960_0000,A24031,0
WM0_3742_0000,A24510,0
SJ4_2010_2210,A42013,0
SL1_1730_1700,A42107,0
PL7_4910_0000,A51059,0
PL7_4960_0000,A51059,0
PL7_4980_0000,A51059,0
PS3_5100_5080,A51069,0
PL0_5493_0000,A51099,0
PL7_4960_0000,A51107,0
RL0_6530_0000,A51119,0
JA4_7340_7470,A51147,0
PL0_5491_0000,A51179,0
JB0_7580_0000,A51710,0
JB0_7580_0000,A51740,0
JB0_7580_0000,A51800,0
JB0_7390_0000,A51830,0
WM0_3961_0000,A24005,0
SW7_1410_1460,A42081,0
WM0_3742_0000,A24003,0
WM1_3910_0001,A24003,0
EU0_4872_0000,A24041,0
EL3_5970_0000,A51001,0
JB0_7397_0000,A51550,0
JB0_7397_0000,A51710,0
JB0_7580_0000,A51550,0
WM0_3964_0000,A24003,0
WM0_3964_0000,A24027,0
